entity_group,score,word,start,end,correct_label
LIVB,0.6855074,patiente,22,31,LIVB
LIVB,0.5717828,20 ans,39,46,LIVB
LIVB,0.39237183,pesant 68,47,57,ANAT
CHEM,0.49600482,kg,57,60,ANAT
DISO,0.86487186,allergie médicamenteuse,66,90,DISO
PROC,0.6303571,soins intensifs,117,133,PROC
DISO,0.8918035,epilepticus,148,160,DISO
CHEM,0.5419679,doses,180,186,CHEM
CHEM,0.94880664,lorazépam,189,199,CHEM
CHEM,0.8767369,1 mg,201,206,CHEM
LIVB,0.6219214,patiente,232,241,LIVB
DISO,0.9854344,troubles,264,273,DISO
ANAT_DISO,0.62900853,neurologiques,273,287,DISO
DISO,0.94927,troubles,292,301,DISO
DISO,0.5172286,encéphalite,317,329,DISO
DISO,0.82839847,atrophie,384,393,DISO
ANAT_DISO,0.49294317,cérébrale,393,403,ANAT_DISO
DISO,0.94070214,dysphagie,408,418,DISO
DISO,0.9723327,épilepsie,427,436,DISO
CHEM,0.8803051,médicaments,442,454,CHEM
PROC,0.8149453,jéjunostomie,486,499,PROC
PROC,0.52779216,gavage,524,531,PROC
PROC,0.33030203,alement,551,558,PROC
PROC,0.7298818,jéjunostomie,562,575,PROC
CHEM,0.8545459,médicaments,581,593,CHEM
PROC,0.23889604,hôpital,627,634,LIVB
PROC,0.9338507,hospitalisation,667,683,PROC
DISO,0.95269495,status epilepticus,691,710,DISO
DISO,0.6614164,épisode actuel,730,744,DISO
CHEM,0.9274836,175 mg de phénytoïne,760,781,CHEM
CHEM,0.94966894,suspension,784,795,CHEM
CHEM,0.93426096,25 mg/mL,797,805,CHEM
CHEM,0.7701478,jour,820,825,CHEM
CHEM,0.8717375,1500 mg de lévétiracétam,826,851,CHEM
CHEM,0.6040072,jour,866,871,CHEM
CHEM,0.90923995,clobazam dosé,875,889,CHEM
CHEM,0.86960316,30 mg,891,897,CHEM
CHEM,0.6881484,matin,900,906,CHEM
CHEM,0.8714967,40 mg,911,917,CHEM
CHEM,0.75463295,coucher,920,928,CHEM
CHEM,0.90250283,50 mg d’amantadine,931,950,CHEM
LIVB,0.72839016,patiente,974,983,LIVB
CHEM,0.90544665,’ésoméprazole,1023,1036,CHEM
CHEM,0.7980097,40 mg,1038,1044,CHEM
CHEM,0.4992472,unités,1049,1056,CHEM
CHEM,0.942062,vitamine D,1059,1070,CHEM
CHEM,0.8892407,250 mg de calcium,1073,1091,CHEM
CHEM,0.56880337,hôpital,1122,1129,LIVB
LIVB,0.93256,patiente,1133,1142,LIVB
DISO,0.96063536,convulsions,1162,1174,DISO
CHEM,0.65267843,dose,1213,1218,CHEM
CHEM,0.9398716,phénytoïne,1221,1232,CHEM
CHEM,0.8686652,300 mg,1235,1242,CHEM
CHEM,0.8904661,175 mg,1244,1251,CHEM
CHEM,0.93225026,médicaments,1287,1299,CHEM
LIVB,0.43012667,personnel infirmier,1327,1347,LIVB
PROC,0.81953216,soins,1372,1378,PROC
PROC,0.4384538,gavage,1432,1439,PROC
CHEM,0.8292701,’,1441,1442,PROC
PROC,0.77084625,hospitalisation,1472,1488,PROC
PROC,0.823488,administration,1509,1523,PROC
PROC,0.5368471,gavage,1526,1533,PROC
CHEM,0.9498541,phénytoïne,1542,1553,CHEM
CHEM,0.46326685,jéjun,1557,1563,PROC
PROC,0.8013392,ostomie,1563,1570,PROC
PROC,0.6966524,soins intensifs,1617,1633,PROC
LIVB,0.90792847,patiente,1637,1646,LIVB
PROC,0.8114599,perfusion intraveineuse,1657,1681,PROC
CHEM,0.9393615,propofol,1684,1693,CHEM
CHEM,0.68687344,"2,2 mg/kg",1705,1715,CHEM
PROC,0.7464057,admission,1737,1746,PROC
PROC,0.891497,prescription,1763,1776,PROC
PROC,0.8682503,dosage,1784,1791,PROC
CHEM,0.78206587,sérique de phénytoïne,1791,1813,CHEM
PROC,0.8830453,prélèvement,1817,1829,PROC
ANAT_PROC,0.42908794,sanguin,1829,1837,ANAT_PROC
CHEM,0.79615504,dose,1850,1855,CHEM
PROC,0.90249217,dosage,1866,1873,PROC
CHEM,0.7358862,de phénytoïne,1873,1887,CHEM
PROC,0.9613363,correction,1896,1907,PROC
CHEM,0.8672167,albumine,1915,1923,CHEM
CHEM,0.56273615,27 μmol/L,1926,1936,CHEM
PROC,0.5425498,corrigé,1955,1963,PROC
CHEM,0.8846197,albumine,1971,1979,CHEM
CHEM,0.68593603,31 g/L,1981,1987,CHEM
PROC,0.43925145,formule,2003,2011,PROC
PROC,0.80708534,Winter-Tozer,2014,2027,PROC
PROC,0.9329143,dosage,2031,2038,CHEM
CHEM,0.775972,μmol/L,2048,2055,CHEM
PROC,0.87858725,dosage,2092,2099,CHEM
CHEM,0.7722046,80 μmol/L,2117,2127,CHEM
LIVB,0.9104595,patiente,2131,2140,LIVB
PROC,0.33089718,dose,2151,2156,CHEM
CHEM,0.5578483,charge,2159,2166,CHEM
CHEM,0.8631862,phénytoïne,2179,2190,CHEM
CHEM,0.77330285,650 mg,2193,2200,CHEM
CHEM,0.6785234,"9,6 mg/kg",2202,2211,CHEM
