entity_group,score,word,start,end,correct_label
LIVB,0.78579384,patient,2,10,LIVB
LIVB,0.7261715,32 ans,13,20,LIVB
CHEM,0.5586611,polytoxicomanie,46,62,DISO
CHEM,0.7806921,cocaïne,64,71,CHEM
CHEM,0.27323312,ec,72,75,CHEM
DISO,0.4830112,stasy,75,80,CHEM
CHEM,0.8540403,amphétamines,81,94,CHEM
CHEM,0.47384775,cannabis,97,106,CHEM
DISO,0.7489324,éthylisme chronique,113,132,DISO
DISO,0.5538876,signes,164,171,PHEN
DISO,0.9529507,agitation,223,233,DISO
DISO,0.9579653,hallucinations,234,249,DISO
ANAT_DISO,0.66421884,auditives,249,259,ANAT_DISO
ANAT_DISO,0.31890628,visuelles,262,272,ANAT_DISO
DISO,0.8422198,anorexie,293,302,DISO
DISO,0.90114284,insomnie,303,312,DISO
DISO,0.9037629,céphalées,313,323,DISO
ANAT,0.5298041,hémodynamique,345,359,PHEN
PHYS,0.2692927,fréquence,362,372,PHYS
ANAT,0.3793768,cardiaque,372,382,ANAT_PHYS
DISO,0.36686507,tension,400,408,PHYS
ANAT,0.27439934,artérielle,408,419,ANAT_PHYS
ANAT_DISO,0.2943132,ECG,444,447,PHYS
PROC,0.91829264,examen,462,468,PROC
ANAT,0.70794785,pupilles,526,535,ANAT
DISO,0.37675276,mydriase,538,547,DISO
PROC,0.6220576,bilan d’entrée,551,566,PROC
CHEM,0.25604975,CPK,588,592,CHEM
CHEM,0.5271614,UI,598,601,PHEN
CHEM,0.530555,L,602,603,PHEN
DISO,0.7429151,hémoglobinémie,608,623,CHEM
DISO,0.8216014,lactacidémie,640,653,CHEM
CHEM,0.47887054,mmol/L,667,674,PHEN
PROC,0.68562114,gazométrie,690,701,PROC
CHEM,0.40295997,"pH 7,4",703,709,PHEN
CHEM,0.3050765,CO,713,715,PHEN
CHEM,0.6141463,p02 73,725,732,PHEN
CHEM,0.44369417,alcool,742,748,CHEM
DISO,0.788373,émie,748,752,CHEM
CHEM,0.37389886,’,756,757,OBJC
DISO,0.33211666,admission,757,766,PROC
LIVB,0.94594157,patient,780,788,LIVB
CHEM,0.54114455,éré 250 mg,809,819,PROC
CHEM,0.86348736,désoxypipradrol acheté,822,845,CHEM
DISO,0.9651582,agitation,862,871,DISO
LIVB,0.8882624,patient,874,882,LIVB
CHEM,0.755957,éthylique,922,932,CHEM
PROC,0.63990366,sédation,948,957,PROC
CHEM,0.9320089,oxazépam,961,970,CHEM
CHEM,0.32256532,ingestion,982,991,PROC
LIVB,0.8601668,patient,995,1003,LIVB
LIVB,0.46278018,ait,1031,1034,OBJC
DISO,0.9745962,céphalées,1053,1063,DISO
DISO,0.9391798,hallucination,1083,1097,DISO
DISO,0.8618614,fièvre,1101,1108,DISO
DISO,0.85691285,symptômes,1130,1140,DISO
PROC,0.77665854,prélèvements sanguins,1160,1182,PROC
PROC,0.4943343,tube EDTAK,1186,1197,OBJC
CHEM,0.25246003,2,1197,1198,OBJC
ANAT,0.43382406,2,1231,1233,PHEN
LIVB,0.52674085,e,1233,1234,PHEN
PROC,0.32997933,hospitalisation,1242,1257,PROC
PROC,0.87914324,prélèvement,1274,1286,PROC
ANAT_PROC,0.24467057,urinaire,1286,1295,ANAT_PROC
PROC,0.58907723,techniques,1342,1353,PROC
PROC,0.6177114,techniques,1359,1370,PROC
PROC,0.6597453,CLHPUV,1373,1380,PROC
CHEM,0.6135855,-,1380,1381,PROC
PROC,0.41855,BD,1381,1383,PROC
PROC,0.47047567,HP 11,1385,1390,DEVI
LIVB,0.414116,Ag,1393,1396,ORG
CHEM,0.3961688,il,1396,1398,ORG
LIVB,0.6138405,ent,1398,1401,ORG
LIVB,0.7784147,Ulis,1406,1411,GEOG
GEOG,0.5807392,France,1412,1419,GEOG
PROC,0.70712227,CPG-SM,1423,1430,PROC
PROC,0.6266102,HP,1432,1434,DEVI
PROC,0.48365605,73,1443,1445,DEVI
CHEM,0.5177393,Agilent,1447,1455,ORG
LIVB,0.6170361,Ulis,1460,1465,GEOG
GEOG,0.5973068,France,1466,1473,GEOG
PROC,0.9083271,recherche,1509,1519,PROC
CHEM,0.9579887,médicaments,1543,1555,CHEM
PROC,0.71744967,CLUHP-SM/SM,1571,1583,PROC
LIVB,0.26549062,ers,1605,1608,LIVB
LIVB,0.26638582,anc,1613,1616,GEOG
GEOG,0.41936776,France,1621,1628,GEOG
PROC,0.7830958,CLHP-UV,1632,1640,PROC
PROC,0.56276166,BD,1641,1643,PROC
PROC,0.5199187,HP,1645,1647,DEVI
LIVB,0.64203525,Agilent,1653,1661,LIVB
LIVB,0.6605895,Ulis,1666,1671,GEOG
GEOG,0.53604263,France,1672,1679,GEOG
PROC,0.92112964,analyse,1690,1698,PROC
CHEM,0.9424901,désoxypipradrol,1715,1731,CHEM
CHEM,0.83432174,2-DPMP,1734,1741,CHEM
CHEM,0.5124367,C,1743,1744,CHEM
CHEM,0.30687368,masse,1753,1759,PHEN
PHEN,0.285217,molaire,1759,1767,PHEN
CHEM,0.4807138,25,1769,1772,PHEN
CHEM,0.4945249,g,1775,1777,PHEN
CHEM,0.6371047,mol,1778,1781,PHEN
CHEM,0.94034195,chlorhydrate,1809,1822,CHEM
CHEM,0.7378821,LGC,1824,1827,LIVB
GEOG,0.8009692,France,1847,1854,GEOG
PROC,0.9201534,analyses,1891,1900,PROC
LIVB,0.285776,CL,1913,1916,PROC
PROC,0.22193111,HP,1916,1918,PROC
