entity_group,score,word,start,end,correct_label
LIVB,0.84550357,femme,15,21,LIVB
LIVB,0.6206816,32 ans,24,31,LIVB
CHEM,0.9104687,ghanéenne,41,51,LIVB
LIVB,0.76298213,enceinte,51,60,LIVB
LIVB,0.6483875,semaines,66,75,PHEN
DISO,0.94119304,vomissements,94,107,DISO
PHYS,0.8796558,grossesse,129,139,PHEN
PROC,0.8902093,hospitalisation,200,216,PROC
PHYS,0.8499093,grossesse,243,253,PHEN
LIVB,0.6778043,Elle,254,259,LIVB
LIVB,0.4679869,enfant né,269,279,LIVB
PHYS,0.7367535,grossesse,296,306,PHEN
DISO,0.5141884,retard de,314,324,DISO
PHYS,0.85109454,croissance,324,335,DISO
ANAT,0.1863382,-,341,342,ANAT
ANAT_DISO,0.27413088,utérin,342,348,ANAT
DISO,0.8442209,anomalie congénitale,360,381,DISO
LIVB,0.9383458,patiente,385,394,LIVB
CHEM,0.42143714,fume,397,402,DISO
CHEM,0.6480417,d,420,422,CHEM
CHEM,0.83431053,alcool,423,429,CHEM
DISO,0.60279703,allergie médicamenteuse,452,476,DISO
DISO,0.6510693,diabète gestationnel,524,545,DISO
DISO,0.30196646,HG,561,564,DISO
PHYS,0.84859025,première grossesse,575,594,PHEN
LIVB,0.93912244,patiente,598,607,LIVB
PROC,0.7508692,traitement intraveineux,653,677,PROC
CHEM,0.94809186,métoclopramide,680,695,CHEM
CHEM,0.95365375,diphénhydramine,711,727,CHEM
CHEM,0.9588859,métoclopramide,763,778,CHEM
CHEM,0.95532656,hydroxyzine,786,797,CHEM
DISO,0.6925103,réaction extrapyramidale,802,827,DISO
DISO,0.861335,rigidité,829,837,DISO
DISO,0.5703079,mâchoire,843,852,DISO
DISO,0.70076966,difficulté,855,866,DISO
CHEM,0.64692295,parler),868,876,DISO
CHEM,0.9475869,métoclopramide,903,918,CHEM
CHEM,0.9473995,hydroxyzine,922,933,CHEM
DISO,0.5789887,association,968,979,PHEN
CHEM,0.890153,doxylamine,982,993,CHEM
CHEM,0.9476182,pyridoxine,999,1010,CHEM
CHEM,0.66558033,DiclectinMD,1012,1023,CHEM
PROC,0.81733763,visite médicale,1046,1062,PROC
PHYS,0.237112,grossesse,1091,1101,DISO
LIVB,0.9444297,patiente,1105,1114,LIVB
DISO,0.9796038,nausées,1127,1135,DISO
DISO,0.95921737,vomissements,1141,1154,DISO
PROC,0.78448606,perfusion intraveineuse,1187,1211,PROC
CHEM,0.8415127,solution saline,1223,1239,CHEM
CHEM,0.83376664,dextrose,1255,1264,CHEM
CHEM,0.8947073,doxylamine,1344,1355,CHEM
CHEM,0.9516463,pyridoxine,1361,1372,CHEM
CHEM,0.8020957,six comprimés,1374,1387,CHEM
CHEM,0.3169443,jour,1391,1396,CHEM
LIVB,0.91416883,patiente,1424,1433,LIVB
DISO,0.5538778,récidive,1479,1488,DISO
DISO,0.95259374,nausées,1492,1500,DISO
DISO,0.7811716,épisodes,1527,1536,DISO
DISO,0.95649743,vomissements,1539,1552,DISO
LIVB,0.81638235,elle,1571,1575,LIVB
CHEM,0.608698,s,1586,1588,PHEN
CHEM,0.79135853,alimenter,1589,1598,PHEN
CHEM,0.35843423,s,1603,1605,PHEN
CHEM,0.39907977,hydrater,1606,1614,PHEN
DISO,0.61118937,cétones urinaires,1625,1643,DISO
DISO,0.5725058,diagnostic,1665,1676,PROC
DISO,0.93238574,gastrite érosive,1679,1696,DISO
CHEM,0.7714164,ajout de ranitidine,1715,1734,PROC
ANAT_PROC,0.22745304,orale,1743,1749,PROC
CHEM,0.8757173,150 mg,1751,1757,CHEM
CHEM,0.5924073,fois,1762,1767,CHEM
CHEM,0.7366419,jour,1771,1776,CHEM
CHEM,0.93832475,acide alginique,1783,1798,CHEM
CHEM,0.2982996,repas,1812,1818,OBJC
CHEM,0.2760333,coucher,1824,1832,OBJC
PROC,0.90196556,hospitalisation,1841,1857,PROC
LIVB,0.9621219,patiente,1861,1870,LIVB
LIVB,0.814495,enceinte,1871,1880,LIVB
LIVB,0.37569672,14 semaines,1883,1895,PHEN
DISO,0.96165526,épisodes,1925,1934,DISO
DISO,0.97094023,vomissements,1937,1950,DISO
CHEM,0.46088096,s,1983,1985,PHEN
CHEM,0.40031832,alimenter,1986,1995,PHEN
CHEM,0.28784487,s,2001,2003,PHEN
PHYS,0.35814747,hydra,2004,2009,PHEN
CHEM,0.28024414,ter,2009,2012,PHEN
DISO,0.96066386,symptômes,2031,2041,DISO
DISO,0.90181845,détérioration,2056,2070,DISO
DISO,0.5612381,état,2076,2080,DISO
ANAT_DISO,0.3264103,général,2080,2088,ANAT_DISO
DISO,0.94369066,hypersalivation,2093,2109,DISO
DISO,0.8908561,hématémèse,2114,2125,DISO
DISO,0.9493505,céphalées,2130,2140,DISO
DISO,0.80105656,gaz,2145,2149,DISO
ANAT_DISO,0.6061207,intestinaux,2149,2161,ANAT_DISO
DISO,0.97742176,douleur,2168,2176,DISO
ANAT_DISO,0.8166445,abdominale,2176,2187,ANAT_DISO
DISO,0.86771554,épigastralgie,2200,2214,DISO
DISO,0.9506512,vomissements,2246,2259,DISO
ANAT,0.32385167,obstétrical,2272,2284,ANAT
LIVB,0.9827597,patiente,2288,2297,LIVB
DISO,0.93493915,pertes,2312,2319,DISO
ANAT_DISO,0.4149779,sanguines,2319,2329,ANAT_DISO
DISO,0.9609138,pertes,2333,2340,DISO
DISO,0.53619367,liquides,2343,2352,DISO
DISO,0.44335917,contractions,2356,2369,DISO
ANAT_DISO,0.25848314,utérines,2369,2378,ANAT_DISO
