entity_group,score,word,start,end
ANAT,0.31944686,m,1,2
DISO,0.28909737,R,2,4
DISO,0.95332325,dysurie,46,54
DISO,0.81222576,pesanteur,69,79
ANAT_DISO,0.65621567,pelvienne,79,89
PROC,0.931375,examen,148,154
ANAT,0.673403,paroi antérieure,199,216
ANAT_DISO,0.6222962,vagin,219,225
ANAT,0.6421571,gauche,244,251
DISO,0.7467107,dilatant,254,263
ANAT_DISO,0.5879373,urètre,266,272
PROC,0.74281067,échographie endovag,288,308
ANAT_DISO,0.43194515,inale,308,313
ANAT,0.55088377,x 31 x 39 mm,351,364
ANAT_DISO,0.47698033,vessie,380,387
ANAT,0.6570258,urètre,399,405
ANAT,0.6374323,bas,408,412
DISO,0.9670653,symphyse,419,428
ANAT_DISO,0.6799691,pubienne,428,437
DISO,0.44652548,éch,474,477
DISO,0.7212706,hyper,511,517
ANAT_DISO,0.3179361,vascularisation,517,533
DISO,0.747547,résistances,567,579
DISO,0.9545182,fibromyome,601,612
PROC,0.5227645,urétroc,641,649
DISO,0.8877842,yst,649,652
PROC,0.7612943,ographie,652,660
DISO,0.5035072,rétrograde,660,671
PROC,0.3896592,miction,674,682
ANAT_DISO,0.49740925,nelle,682,687
ANAT_DISO,0.39538252,diverticule,700,712
PROC,0.6891451,examen,717,724
DISO,0.9191739,dilatation,749,760
ANAT_DISO,0.6446162,urétrale,760,769
PROC,0.888786,IRM,849,853
DISO,0.8545512,myomateuse,905,916
ANAT_DISO,0.5676431,utérine,942,950
ANAT_DISO,0.5274008,vaginale,951,960
PROC,0.8035989,exérèse,1001,1008
DISO,0.9316454,tumeur,1049,1056
ANAT,0.34331456,vul,1072,1076
DISO,0.29574314,ve,1076,1078
PROC,0.7639681,enlever,1090,1097
DISO,0.8144798,tumeur,1111,1118
PROC,0.4686115,diagnostic,1122,1133
DISO,0.8076668,léiomyome,1136,1146
ANAT_DISO,0.63034356,urètre,1152,1158
DISO,0.72049487,igures,1187,1193
PROC,0.96858793,intervention,1215,1227
LIVB,0.95265585,patiente,1231,1240
DISO,0.9182078,trouble,1254,1262
PROC,0.80242467,examen clinique,1280,1295
