entity_group,score,word,start,end
DISO,0.62515944,épisodes,39,48
DISO,0.87443644,hématurie,51,60
PROC,0.88116914,échographie,71,82
PROC,0.6585114,examen tomodensitométrique,88,114
DISO,0.8643817,tumeur,135,142
ANAT,0.36874312,x,148,150
DISO,0.52569556,ôme,161,164
ANAT,0.45428032,vésical,164,172
DISO,0.88062036,adénopathies,207,219
ANAT_DISO,0.43950516,iaques,222,228
ANAT,0.59256226,x 30 mm,242,250
PROC,0.8100152,bilan,254,260
PROC,0.7477425,extension,263,272
PROC,0.30042145,ACE,301,304
CHEM,0.795482,ng/ml,321,327
CHEM,0.62953377,nle,329,332
CHEM,0.68628085,5 ng/ml,334,342
LIVB,0.7642599,patient,348,356
PROC,0.9721186,cystectomie partielle,370,392
PROC,0.9708853,résection,398,408
PROC,0.43086115,bloc,411,416
ANAT,0.7471904,ouraque,422,429
ANAT,0.60813284,péritoine pariétal antérieur,435,464
ANAT,0.6226214,omphale,479,487
PROC,0.9707508,ctomie,487,493
PROC,0.6174393,curage lymphonodal,497,516
ANAT,0.80704856,région iliaque,558,573
ANAT,0.4779487,obturatrice droite,576,595
PROC,0.8000064,biopsie,610,618
ANAT,0.54792786,gauche,620,627
PROC,0.65974873,examen,631,637
DISO,0.8959239,adénocarcinome,667,682
ANAT_DISO,0.2921313,enté,682,687
DISO,0.3714723,roïde,687,692
ANAT,0.703148,ouraque,726,733
ANAT,0.58600795,épithélium,747,757
DISO,0.7604623,tumoral,757,765
ANAT,0.41974282,tissus péri tumoraux,784,805
ANAT,0.6219199,vaisseaux lymphatiques,820,843
DISO,0.45053953,chaîne,859,866
ANAT_DISO,0.3792116,on,872,874
ANAT_DISO,0.39945725,ale,876,879
ANAT,0.5777118,iliaque droite,879,894
DISO,0.79451704,vement,906,912
DISO,0.5394285,ie,918,920
PROC,0.89911896,résection,935,945
DISO,0.36220852,ACE,1004,1007
CHEM,0.76717454,ng/ml,1023,1029
LIVB,0.85688066,patient,1051,1059
PROC,0.9611629,chimiothérapie,1077,1092
PROC,0.58506984,voie systémique,1096,1112
CHEM,0.8073424,Métotrexate-Vinblastine,1122,1146
CHEM,0.5545982,doxanCisplatine,1149,1164
LIVB,0.8570374,patient,1192,1200
DISO,0.673197,récidive,1215,1224
DISO,0.7048564,adénopathie,1240,1252
ANAT,0.6467513,tronc coeliaque,1271,1287
PROC,0.96091175,chimiothérapie,1300,1315
