entity_group,score,word,start,end
ANAT,0.859395,fillette,24,33
LIVB,0.6109314,12 ans,41,48
DISO,0.90758336,maladie,125,133
DISO,0.96435326,tuméfaction,173,185
ANAT_DISO,0.6204106,cervicale,185,195
ANAT,0.47857726,rachis cervical,237,253
DISO,0.9193635,symptomatologie,283,299
DISO,0.9561424,tétraparésie,365,378
PROC,0.66741675,IRM,383,387
ANAT,0.47075763,médullaire,387,398
PROC,0.88821,scanner,404,412
ANAT_PROC,0.743853,cérébral,412,421
ANAT,0.68147326,arc postérieur,476,490
ANAT,0.7125378,C5,493,496
ANAT,0.6596284,corps vertébral,506,522
ANAT,0.50983256,C4,525,528
ANAT,0.581217,C5,531,534
DISO,0.41935915,-,571,572
DISO,0.42277104,ensant,576,582
PROC,0.70624614,injection de,618,631
CHEM,0.6688631,gadolinium,631,642
ANAT,0.6780916,antéro,668,675
ANAT,0.70411396,postérieur,676,686
ANAT,0.6586552,mm,693,696
ANAT,0.75668454,diamètre transversale,699,721
ANAT,0.6485958,plan longitudinal,746,764
ANAT,0.6096929,espace épidural,784,799
ANAT,0.5874786,atéral,807,813
DISO,0.63631064,refoulant,827,837
ANAT,0.77460253,cordon médullaire,840,858
ANAT,0.5821496,gauche,860,867
ANAT,0.5129597,liquides,902,911
DISO,0.40269205,T,914,916
ANAT,0.7285486,2,916,917
ANAT,0.55550915,parties molles cervicales,996,1022
ANAT,0.36340863,latérales,1031,1040
DISO,0.7829764,hyposignal T1,1062,1076
DISO,0.68894243,hypersignal T2,1079,1094
ANAT,0.49547037,mm,1138,1141
DISO,0.64381117,hyposignal T1,1166,1180
ANAT,0.49997115,corps vertébral,1183,1199
DISO,0.46071178,C,1202,1204
ANAT_DISO,0.42334118,6,1204,1205
PROC,0.383142,TDM,1243,1247
ANAT_PROC,0.6244221,cérébrale,1247,1257
DISO,0.81331927,anomalie,1275,1283
PROC,0.6440868,IRM,1305,1309
DISO,0.79389656,ostéosarcome,1325,1338
DISO,0.41153824,C,1341,1343
ANAT_DISO,0.49332932,5,1343,1344
DISO,0.84113556,compression,1362,1374
ANAT_DISO,0.5099463,médullaire,1374,1385
PROC,0.9758322,intervention chirurgicale,1390,1416
PROC,0.9659859,exérèse,1421,1429
PROC,0.87168425,ostéosynthèse,1469,1482
PROC,0.9609603,biopsie,1485,1493
PROC,0.87451506,étude,1513,1518
DISO,0.41202492,ée,1550,1552
DISO,0.9218432,ostéosarcome,1597,1610
DISO,0.29034123,oblastique,1615,1625
PROC,0.9186796,tomodensitométrie,1631,1649
ANAT,0.44384038,cervicale,1649,1659
PROC,0.75671405,contrôle,1662,1671
PROC,0.5058244,effectué,1677,1686
ANAT,0.69906634,arc postérieur,1748,1762
ANAT,0.6237835,C5,1765,1768
DISO,0.5518334,lant,1774,1778
ANAT,0.4798948,corticale,1781,1791
PROC,0.6890582,injection de,1853,1866
CHEM,0.8336703,produit de contraste iodée,1866,1893
ANAT,0.57779986,corps vertébraux,1919,1936
ANAT,0.81447625,C4,1939,1942
ANAT,0.8546581,C5,1945,1948
ANAT,0.7512527,dedans,1951,1958
ANAT,0.74240375,parties molles cervicales,1973,1999
ANAT,0.39104325,téralement,2012,2022
DISO,0.45136857,refoule,2026,2034
ANAT,0.6376477,paquet vascul,2037,2051
ANAT,0.5111729,nerveux,2053,2060
ANAT,0.7674911,canal médullaire,2117,2134
ANAT,0.7346152,regard,2137,2144
ANAT,0.75737524,C4,2147,2150
ANAT,0.4171483,C5.,2156,2160
PROC,0.89808595,ostéosynthèse,2175,2188
ANAT,0.74241143,C2,2216,2219
ANAT,0.7684304,C5,2221,2224
ANAT,0.49219733,fig,2226,2229
ANAT,0.48695803,1- 7,2230,2235
PROC,0.6186034,bilan,2241,2247
PROC,0.64584035,extension,2250,2259
PROC,0.7179902,radiographie,2273,2286
ANAT,0.42620692,thoracique,2286,2297
PROC,0.585597,TDM,2302,2306
ANAT_PROC,0.43819076,thoracique,2306,2317
PROC,0.93034136,scintigraphie,2324,2338
ANAT_PROC,0.6186835,osseuse,2338,2346
PROC,0.9519208,radiographie,2351,2364
