entity_group,score,word,start,end
LIVB,0.9322166,homme,10,16
LIVB,0.70361644,30 ans,23,30
DISO,0.97733855,douleurs,48,57
ANAT_DISO,0.61787087,lombaires gau,57,71
DISO,0.54373306,ches,71,75
DISO,0.52664554,fièvre,131,138
DISO,0.94994074,pyurie,146,153
DISO,0.569644,masse,156,162
ANAT_DISO,0.5923245,flanc gauche,174,187
PROC,0.9011414,bilan biologique,226,243
ANAT,0.6707168,globules blancs,256,272
ANAT,0.41644624,mm,282,285
ANAT,0.4861533,premi,308,314
DISO,0.854343,leucocyturie,331,344
DISO,0.4622785,icrobienne,347,357
PROC,0.81941223,culture,362,370
ANAT_PROC,0.5397412,urines,374,381
PROC,0.9175711,échographie,388,399
ANAT_DISO,0.69872373,rein gauche,403,415
ANAT,0.52117825,volume,433,440
ANAT,0.61460257,cavités,442,450
DISO,0.8671093,pyonéphrotique,515,530
DISO,0.8321356,masse,539,545
ANAT_DISO,0.67215145,pyélique,545,554
PROC,0.9306494,tomodensitométrie,607,625
PROC,0.8257838,TDM,627,630
ANAT_DISO,0.61913896,rein,635,640
ANAT,0.44028383,gauche,640,647
ANAT_DISO,0.39345995,cavités,674,682
DISO,0.88710594,masse,724,730
ANAT_DISO,0.51577264,pyélique,730,739
ANAT_DISO,0.70825887,rein,765,770
DISO,0.4268849,igure,800,805
PROC,0.7440108,diagnostic,813,824
DISO,0.9607461,pyonéphrose,846,858
DISO,0.9778386,syndrome,862,871
DISO,0.70945454,jonction pyélo-urété,874,895
ANAT_DISO,0.65906805,rale,895,899
DISO,0.7318214,tumeur pyél,929,941
ANAT_DISO,0.5817766,ique,941,945
PROC,0.47629553,néphro,966,973
DISO,0.5309698,ur,974,976
PROC,0.7470962,étérectomie,976,987
PROC,0.87891775,examens,1046,1054
ANAT_DISO,0.7042371,rein,1089,1094
DISO,0.9304698,pyonéphrotique,1094,1109
DISO,0.75429565,tumeur pyélocal,1121,1137
ANAT_DISO,0.60591066,icielle,1137,1144
PROC,0.5912773,opératoires,1167,1179
PROC,0.9058708,analyse,1200,1207
DISO,0.97308064,carcinome,1239,1249
ANAT_DISO,0.464456,papi,1249,1254
DISO,0.3554203,l,1256,1257
ANAT_DISO,0.664445,aire,1257,1261
ANAT_DISO,0.6547116,voies excrétrices,1265,1283
LIVB,0.45616472,s,1298,1299
ANAT_DISO,0.3325692,tade PT,1299,1306
PROC,0.28073487,1,1306,1307
PROC,0.7209728,contrôles postopératoires,1340,1366
PROC,0.9422358,échographie,1368,1379
PROC,0.95554554,cystoscopie,1382,1394
