entity_group,score,word,start,end
LIVB,0.752698,"Mr. Z, B",0,8
LIVB,0.6232228,âgé,9,13
LIVB,0.9568677,25 ans,16,23
DISO,0.9194017,rétention aiguë,99,115
DISO,0.568526,'urine,117,123
PROC,0.6846478,examen clinique,127,142
LIVB,0.9794646,patient,154,162
DEVI,0.3968919,anneau métallique,211,229
PROC,0.43129656,verge,245,251
DISO,0.64819264,oedème,257,264
DEVI,0.40136468,anneau,293,299
LIVB,0.97788185,patient,314,322
PROC,0.74733424,bloc opératoire,331,347
PROC,0.9565703,ablation,351,359
DEVI,0.48997504,anneau,365,371
PROC,0.76694196,scie,386,391
DISO,0.8561491,ischémie,448,456
DISO,0.87583715,nécrose,495,503
PROC,0.9160435,amputation,529,540
PROC,0.28546894,verge,546,552
