entity_group,score,word,start,end
LIVB,0.6364791,patient,2,10
LIVB,0.3467824,ans,16,20
DISO,0.8681035,hématurie,50,60
DISO,0.89024705,pollakiurie,79,91
PROC,0.62017846,toucher,132,140
ANAT_PROC,0.30582303,rectal,140,147
DISO,0.9484589,hypertrophie,163,176
ANAT_DISO,0.6608883,prostatique,176,188
ANAT,0.6600112,lobe gauche,196,208
CHEM,0.90891755,PSA,223,227
CHEM,0.78106666,ng/ml,239,245
PHYS,0.45116633,fonction,249,258
ANAT_PHYS,0.23440014,rénale,258,265
PROC,0.93628365,échographie,284,296
ANAT_PROC,0.8790365,prostatique,296,308
DISO,0.86337346,rupture,319,327
ANAT_DISO,0.5285033,capsule,333,341
ANAT_DISO,0.5291187,gauche,343,350
LIVB,0.8060636,patient,407,415
LIVB,0.3768838,urologue,438,446
CHEM,0.4992708,TR,473,476
ANAT,0.6054586,lobe gauche,489,501
CHEM,0.90365726,PSA,509,513
CHEM,0.678476,"2,8 ng/ml",515,525
DISO,0.96974885,troubles,547,556
ANAT_DISO,0.5558967,mictionnels,556,568
PROC,0.94626737,biopsies,573,582
ANAT_PROC,0.74381113,prostatiques,582,595
PROC,0.91524863,biopsies,622,631
DISO,0.8716618,adénocarcinome,655,670
ANAT_DISO,0.58880657,canaux prostatiques,674,694
PROC,0.9032462,radiothérapie conventionnelle,699,729
PROC,0.39394137,gra,747,751
CHEM,0.28373474,ys,751,753
PROC,0.973421,traitement,782,793
CHEM,0.8783944,analogue de la LH-RH,797,818
CHEM,0.91875523,anti-androgène,821,836
CHEM,0.58722824,l,861,863
CHEM,0.93395305,anti-androgène,864,878
DISO,0.8894392,intolérance,892,904
ANAT_DISO,0.47343647,hépatique,904,914
PROC,0.92609906,examen clinique,934,949
CHEM,0.827778,analogue,973,981
CHEM,0.8509789,la LH-RH,984,993
LIVB,0.9289896,patient,1010,1018
LIVB,0.5467544,è,1022,1023
DISO,0.87748706,pathologie,1077,1088
ANAT_DISO,0.6363642,prostatique,1088,1100
