entity_group,score,word,start,end
LIVB,0.6015454,Madame C,0,8
PROC,0.7967126,opérée,30,37
PROC,0.87599134,cure,58,63
DISO,0.71312666,incontinence urinaire,66,87
DISO,0.76028806,effort,90,96
ANAT_DISO,0.29313186,bandelette,104,115
PROC,0.9675166,cure,145,150
DISO,0.79865026,cystocèle,153,163
PROC,0.28757873,Gy,186,189
CHEM,0.2696799,ne,189,191
DISO,0.49632457,mes,191,194
PROC,0.44524825,h,194,195
DISO,0.91611546,écoulements,202,214
ANAT_DISO,0.7906297,vaginaux,214,223
PROC,0.9422253,geste opératoire,264,281
DISO,0.9504963,infections,296,307
ANAT_DISO,0.59882385,urinaires,307,317
ANAT_DISO,0.3480328,bandelette,371,382
ANAT_DISO,0.51264644,vagin,402,408
DISO,0.9541884,écoulements,433,444
PROC,0.8720312,exérèse,449,457
ANAT_PROC,0.25745246,bandelette,473,484
DISO,0.636849,aponévrose,510,520
ANAT_DISO,0.85390687,pelvienne,520,530
ANAT_DISO,0.6359366,droite,532,539
ANAT_DISO,0.3620914,gauche,544,551
LIVB,0.8552879,Madame C,553,562
PROC,0.5185289,hospit,568,575
DISO,0.9398969,fièvre,638,645
DISO,0.5329597,39°C,647,652
DISO,0.9226911,écoulements,653,665
ANAT_DISO,0.8261197,vaginaux,665,674
DISO,0.96828216,douleur,677,685
ANAT_DISO,0.80592513,pelvienne,685,695
ANAT,0.6359253,fesse,713,719
ANAT_DISO,0.73686033,cuisse gauche,725,739
PROC,0.8560427,antibiothérapie,751,767
CHEM,0.8262962,ofloxacine,771,782
CHEM,0.48135233,os 400 mg,786,796
CHEM,0.49715272,J,797,798
CHEM,0.6973973,gentamicine IV,801,816
CHEM,0.36565822,mg,820,823
CHEM,0.35791278,prescrite,837,847
ANAT_DISO,0.714508,abdominale,862,873
DISO,0.37841582,endovaginale,878,891
DISO,0.8277424,abcès,909,915
DISO,0.5856286,air,947,950
ANAT,0.32068172,fosse,971,977
ANAT_DISO,0.5242151,ischio-anale,977,990
DISO,0.6772027,fistule,1005,1013
ANAT_DISO,0.44772425,ux,1013,1015
ANAT_DISO,0.7930461,vagin,1065,1071
PROC,0.62472385,scanner abdomino,1075,1092
PROC,0.55498385,pel,1093,1096
DISO,0.27324668,v,1096,1097
ANAT_DISO,0.6815645,ien,1097,1100
DISO,0.9389955,fistule,1130,1138
ANAT_DISO,0.7960126,digestive,1138,1148
DISO,0.57982165,collection,1175,1186
ANAT,0.33893654,muscles obtura,1204,1219
ANAT_DISO,0.37252724,teurs,1219,1224
PROC,0.6091111,mise,1258,1263
PROC,0.9207698,chirurgicale,1270,1283
DISO,0.92859703,abcès,1289,1294
ANAT_DISO,0.70487124,voie vaginale,1298,1312
PROC,0.95374197,traitement,1332,1343
CHEM,0.78199595,rifampicine IV,1368,1383
CHEM,0.5154997,600 mg,1385,1391
PROC,0.8565446,othérapie,1412,1421
DISO,0.9489052,douleur,1435,1443
ANAT_DISO,0.78791565,pelvienne,1443,1453
DISO,0.79895806,écoulements purulents,1460,1482
ANAT_DISO,0.8358749,vagin,1489,1495
PROC,0.6303246,échographie endo-vag,1523,1544
CHEM,0.34896594,inale,1544,1549
DISO,0.881113,collection,1569,1580
ANAT_DISO,0.4501446,branche,1608,1616
DISO,0.5994641,ischiatique,1616,1628
ANAT_DISO,0.5010592,gauche,1628,1635
LIVB,0.9278236,patiente,1661,1670
PROC,0.9121645,opérée,1687,1694
DISO,0.85943604,collection,1699,1710
PROC,0.18028837,aiguille,1727,1735
PROC,0.3680103,voie,1739,1744
ANAT,0.3420518,vaginale,1744,1753
PROC,0.96231645,incision,1762,1771
PROC,0.22831732,Pfann,1774,1780
DISO_LIVB,0.21397951,ensti,1780,1785
PROC,0.91360104,abord,1790,1796
ANAT,0.3191313,pubien,1801,1807
ANAT,0.39407855,cavité,1813,1820
ANAT,0.4629815,fosse isch,1832,1843
PROC,0.62857443,io-rect,1843,1850
ANAT,0.42491806,ale,1850,1853
LIVB,0.38612673,os,1870,1872
PROC,0.85971075,curetée,1892,1900
PROC,0.89916337,reprise chirurgicale,1914,1935
LIVB,0.9632497,patiente,1957,1966
PROC,0.89222974,scanner abdomino-pelv,1994,2016
ANAT_PROC,0.3987325,ien,2016,2019
PROC,0.8453266,contrôle,2022,2031
DISO,0.90356886,collection,2063,2074
ANAT_DISO,0.85290384,pelvienne,2074,2084
DISO,0.9693396,cellulite,2093,2103
PROC,0.8369316,prise en charge multidisciplinaire,2108,2143
ANAT_PROC,0.21532902,chirurgiens,2159,2171
PROC,0.36639822,orthopédistes,2171,2185
LIVB,0.67912066,patiente,2238,2247
PROC,0.9041549,opérée,2253,2260
PROC,0.47616467,voie périnéale,2264,2279
PROC,0.8562964,abord chirurgical,2284,2302
