entity_group,score,word,start,end
DISO,0.5867852,D,0,1
LIVB,0.6320409,52 ans,12,19
DISO,0.4182626,diabétique,20,31
LIVB,0.54582685,ans,41,45
CHEM,0.94716644,sulfamides hypoglycémiants,50,77
PROC,0.6259281,hospit,84,91
DISO,0.9599716,douleurs,115,124
ANAT_DISO,0.67438585,abdominales,124,136
DISO,0.55091256,fièvre,146,153
DISO,0.8842829,frissons,156,165
DISO,0.73936033,troubles mictionnels,197,218
PROC,0.8250602,examen clinique,224,239
LIVB,0.97635084,patiente,242,251
DISO,0.37863225,tac,296,300
ANAT,0.28069514,hypné,300,305
DISO,0.27562773,ique,305,309
ANAT,0.5651484,fosse lombaire droite,329,351
DISO,0.89617264,défense,378,386
DISO,0.6750946,crépitations,393,406
ANAT,0.6436436,hémi abdomen,422,434
ANAT_DISO,0.67710954,droit,434,440
ANAT_DISO,0.4660474,bandelette urinaire,445,465
DISO,0.9418356,leucocytose,490,502
ANAT,0.38265002,éléments,511,520
ANAT,0.55516636,mm,524,527
DISO,0.40984267,d,537,539
CHEM,0.6660077,hémoglobine,540,551
CHEM,0.7612463,95mg/100ml,553,564
DISO,0.5855025,taux,569,574
ANAT_DISO,0.2801014,plaquettes,577,588
CHEM,0.39112797,créatininémie,608,622
CHEM,0.6091405,180micromol/,624,637
CHEM,0.4595099,glycémie,645,654
CHEM,0.7773811,20mmol,656,663
CHEM,0.45297605,l,664,665
PROC,0.36928645,tomodensitométrie,670,688
ANAT_DISO,0.4763423,abdominale,688,699
DISO,0.34565955,euses,727,732
ANAT,0.49043515,paroi abdominale,740,757
ANAT_DISO,0.436954,postérieure,757,769
ANAT,0.26347905,péri néph,784,794
DISO,0.3954522,rétique,794,801
ANAT_DISO,0.49456432,droit,801,807
ANAT,0.60087687,parenchyme,821,832
DISO,0.7593892,dilatation pyèloc,860,878
ANAT_DISO,0.40206146,al,878,880
ANAT,0.49524677,icielle,880,887
ANAT_DISO,0.5164799,droite,887,894
DISO,0.52177316,calcul,898,905
DISO,0.39330757,jonction py,918,930
ANAT,0.38761127,è,930,931
DISO,0.5951779,loc,931,934
ANAT_DISO,0.47988462,alicielle droite,934,950
PROC,0.8935549,radiographie,954,967
ANAT_DISO,0.3356854,pulmonaire,967,978
DISO,0.6947138,gaz,1002,1006
ANAT_DISO,0.49437606,paroi thoracique,1022,1039
PROC,0.83451945,diagnostic,1043,1054
DISO,0.84234256,pyélonéphrite emphysémateuse,1057,1086
PROC,0.9490042,néphrectomie,1102,1115
PROC,0.86363995,lombotomie,1145,1156
PROC,0.9119366,réanimation,1174,1186
PROC,0.81045556,antibiothérapie,1208,1224
PROC,0.9367016,insulinothérapie,1231,1248
PROC,0.77846324,post opératoire,1252,1268
DISO,0.34361994,y,1330,1331
DISO,0.4029269,ie,1334,1336
PROC,0.759375,normalisation,1354,1368
DISO,0.25584474,fonction,1374,1383
ANAT_DISO,0.5025999,rénale,1383,1390
PROC,0.8933526,prélèvements,1417,1430
DISO,0.4054076,act ériens,1432,1442
DISO,0.6175442,sang,1444,1448
ANAT_DISO,0.44862786,urine,1449,1455
ANAT,0.34673476,parenchyme,1456,1467
ANAT_DISO,0.45118907,rénal,1467,1473
LIVB,0.8803988,escherichi a coli,1511,1529
CHEM,0.55123097,fluoroquinolones,1542,1559
LIVB,0.75163084,pat iente,1563,1573
DISO,0.4599955,té,1580,1583
PROC,0.74608994,post-opératoire,1607,1623
PROC,0.970868,insulinothérapie,1628,1645
PROC,0.7684194,histologie,1649,1659
PROC,0.46344233,pièce opératoire,1665,1682
DISO,0.788426,pyélonéphrite aiguë suppurée,1701,1730
DISO,0.8384565,nécrose,1735,1743
ANAT_DISO,0.65127265,papillaire,1743,1754
DISO,0.8142279,thromboses,1757,1768
ANAT_DISO,0.66391706,vasculaires,1768,1780
