entity_group,score,word,start,end
DISO,0.4885489,72 ans,13,20
PROC,0.5611549,hospitalisé,71,83
DISO,0.8752162,hématurie macroscopique,99,123
DISO,0.8359035,amaigrissement,137,152
DISO,0.5897726,Kg,158,161
PROC,0.71831405,examen clinique,178,193
LIVB,0.45292076,patient,196,204
ANAT_DISO,0.46126786,conjonc,267,275
ANAT,0.4129422,tives,275,280
ANAT_DISO,0.56331146,abdomen,306,314
CHEM,0.47932634,TR,327,330
DISO,0.70655566,blindage,353,362
ANAT_DISO,0.76267433,pelvien,362,370
PROC,0.7220981,bilan biologique,375,392
DISO,0.9705442,anémie,421,428
CHEM,0.56052965,mg/100 ml d,432,444
CHEM,0.68263614,hémoglobine,445,456
DISO,0.97741103,hyperleucocytose,461,478
DISO,0.29281843,000,483,487
ANAT,0.341685,"éléments/mm3,",487,501
DISO,0.56263334,taux de créatininémie,504,526
CHEM,0.4289781,micromol,532,541
CHEM,0.3470703,l,542,543
DISO,0.7148814,acidose métabolique,548,568
DISO,0.9447387,hyperkaliémie,575,589
PROC,0.8355551,échographie,594,605
ANAT_DISO,0.5844648,abdominale,605,616
DISO,0.6019368,dépens,649,656
DISO,0.91395354,dôme,659,664
ANAT_DISO,0.72048104,vésical,664,672
DISO,0.9793641,épanchement,680,692
ANAT_DISO,0.79442143,péritonéal,692,703
ANAT_DISO,0.68684244,abdomen,721,729
PROC,0.46875432,chirurgical,729,741
DISO,0.9746031,anurie,748,755
DISO,0.7410696,globe vés,760,770
ANAT_DISO,0.60421914,ical,770,774
DISO,0.9827727,tumeur,783,790
ANAT_DISO,0.7361101,vessie,793,800
DISO,0.9497742,perforation,822,834
ANAT_DISO,0.8165101,vésicale,834,843
DISO,0.50395703,cyst,874,879
PROC,0.9183689,ographie,879,887
DISO,0.7753699,fuite intra,919,931
ANAT_DISO,0.7600624,péritonéale,931,943
PROC,0.7358004,scanner,947,955
ANAT_DISO,0.40321594,abdominal,955,965
PROC,0.9376567,injection,970,980
CHEM,0.52706486,contraste,983,993
DISO,0.93621653,tumeur,1022,1029
ANAT_DISO,0.81689453,vésicale,1029,1038
DISO,0.93749106,dôme,1069,1074
ANAT_DISO,0.72841364,reins,1084,1090
DISO,0.8786276,dilatation,1122,1133
ANAT_DISO,0.47401905,cavités excré,1137,1151
PROC,0.9087225,exploration chirurgicale,1162,1186
DISO,0.95503366,perforation,1208,1220
ANAT_DISO,0.7705029,vésicale,1220,1229
DISO,0.77347034,grosse tumeur,1274,1288
DISO,0.7642192,dôme vés,1291,1300
ANAT_DISO,0.7581277,ical,1300,1304
DISO,0.94670445,allure,1307,1313
DISO,0.5127097,tr,1319,1321
DISO,0.76043534,localisations,1360,1374
DISO,0.56003416,opéritoine,1397,1407
PROC,0.9755165,résection,1412,1422
DISO,0.9709734,tumeur,1428,1435
PROC,0.95045483,drainage,1481,1490
DISO,0.471479,cavité,1496,1503
ANAT_DISO,0.7721357,péritonéale,1503,1515
ANAT_DISO,0.4489883,espace,1524,1530
ANAT_DISO,0.63508713,vésical,1534,1542
PROC,0.89315814,étude,1547,1552
PROC,0.7358013,omie,1557,1561
DISO,0.7221036,tumeur urothéli,1589,1605
ANAT_DISO,0.7687003,ale,1605,1608
ANAT_DISO,0.5545427,e muscle,1621,1630
PROC,0.3954479,marges,1647,1654
PROC,0.96331394,résection,1657,1667
LIVB,0.42176992,patient,1688,1696
DISO,0.9343656,décès,1727,1733
PROC,0.98105305,intervention,1762,1774
