entity_group,score,word,start,end
LIVB,0.9408802,homme,2,8
LIVB,0.89799136,54 ans,11,18
DISO,0.78765804,hématurie,34,44
PROC,0.94000673,examen tomodensitométrique,77,104
DISO,0.6497926,masse,122,128
PROC,0.5888679,nécrotique,159,170
ANAT,0.46408683,ôme vési cal,187,199
ANAT,0.30847335,graisse,226,234
PROC,0.9336917,bi opsies,261,271
PROC,0.9702127,cystoscopie,284,296
DISO,0.81428725,adénocarcinome,311,326
DISO,0.6866623,épithélioma,361,372
PROC,0.5850887,transiti onnel,372,387
PROC,0.96321183,bilan,415,421
LIVB,0.801334,patient,452,460
PROC,0.8286956,cystoprostatectomie radicale tot,478,511
PROC,0.5735077,le,513,515
PROC,0.6213051,lymphadénectomie,520,537
ANAT,0.47169602,iliaque,537,545
PROC,0.7576889,obturatri ce,548,561
ANAT,0.58134943,omphale,577,585
PROC,0.9737352,ctomie,585,591
PROC,0.9734296,entérocystoplastie,598,617
PROC,0.8575304,substitution,620,633
DISO,0.3880013,der,643,646
PROC,0.622978,examen,650,656
PROC,0.68501663,ologique complet,669,685
ANAT,0.6044767,pièce,691,697
PROC,0.28523198,opératoire,697,708
DISO,0.90946454,adénocarcinome,721,736
ANAT,0.34011936,ouraque,742,749
DISO,0.74354774,t rès,775,781
DISO,0.50921834,lement,787,793
DISO,0.6207458,tant,803,807
DISO,0.54594576,ulcé,829,834
ANAT,0.44290212,lumière vésicale,844,861
DISO,0.60268545,carcinome transitionnel,888,912
PROC,0.47340995,cellules arg,940,953
CHEM,0.3636381,ent,953,956
DISO,0.27702996,ines,959,963
DISO,0.62057275,lymphonoeuds,979,992
DISO,0.54486406,ante,1016,1020
PROC,0.88448983,immunohistochimie,1041,1058
ANAT,0.57305276,cellules,1085,1094
DISO,0.36186817,néoplas,1094,1102
ANAT_DISO,0.35924476,iques,1102,1107
LIVB,0.6575684,Antigène,1115,1123
DISO,0.59761256,Carcino-Embry,1123,1137
DISO,0.7575772,Leu-M1,1152,1159
CHEM,0.5510151,cytok,1196,1202
DISO,0.30653268,éra,1202,1205
CHEM,0.42084607,tines,1205,1210
PROC,0.4871096,20.,1220,1224
PROC,0.67141825,’,1226,1227
ANAT,0.59536,épithélium vési cal étai,1227,1251
CHEM,0.5474533,c,1270,1272
LIVB,0.4509021,k,1272,1273
LIVB,0.79936224,patient,1351,1359
PROC,0.9299535,chi miothérapie,1373,1389
CHEM,0.8906613,Méthotrexate - Vinblastine,1393,1420
CHEM,0.82584625,Endoxan,1422,1430
CHEM,0.8825579,Cisplatine,1432,1442
