entity_group,score,word,start,end
LIVB,0.85205495,homme,2,8
LIVB,0.77652013,62 ans,11,18
DISO,0.7022573,altération,45,56
DISO,0.6929218,état de conscience,62,80
DISO,0.9068518,convulsions,85,97
LIVB,0.90230066,patient,148,156
PROC,0.5994818,soins intensifs,184,200
PROC,0.7928868,bilan,239,245
CHEM,0.63396615,toxicologique,245,259
CHEM,0.70829916,électrolytique,262,277
LIVB,0.9223205,patient,337,345
DISO,0.94958174,épilepsie,364,373
DISO,0.8940781,éthylisme chronique,377,396
DISO,0.9773213,troubles,410,419
ANAT_DISO,0.40916312,cognitifs,419,429
DISO,0.9565216,hypertension,434,447
ANAT_DISO,0.75446683,artérielle,447,458
DISO,0.4877779,épisodes,472,481
DISO,0.75492126,désordres électrolytiques,484,510
PROC,0.6151837,bilan,536,542
PROC,0.8863979,analyse,576,583
DISO,0.9668286,hypocalcémie,619,632
DISO,0.529503,calci,634,639
CHEM,0.57096285,um ionisé,639,648
CHEM,0.7888167,"0,70 mmol/L",650,662
DISO,0.90784544,hypomagnésémie,670,685
CHEM,0.6673571,35 mmol/L,689,698
DISO,0.9394465,hyperphosphatémie,719,737
CHEM,0.75190955,"2,40 mmol/L",739,750
DISO,0.37773305,concentration,755,769
PHEN,0.23225048,sérique,769,777
CHEM,0.5632038,créatinine,780,791
CHEM,0.3113286,patient,853,861
CHEM,0.62368053,134 μmol/L,863,873
CHEM,0.7519244,μmol/L,883,890
DISO,0.40866214,acid,901,906
DISO,0.44328395,-b,907,909
CHEM,0.27400783,asique,909,915
DISO,0.74190116,acidose métabolique,926,946
DISO,0.48312464,gazométrie,959,969
ANAT_DISO,0.42121065,artérielle,969,980
CHEM,0.32572725,pH,982,985
CHEM,0.35293114,"7,",987,990
DISO,0.26752758,pCO,993,997
CHEM,0.82833976,HCO3,1009,1014
CHEM,0.64501995,= 8 mmol/L,1015,1025
DISO,0.8713611,choc septique,1056,1070
ANAT_DISO,0.5189839,pulmonaire,1080,1091
DISO,0.7706429,acidose lactique,1106,1123
DISO,0.3226901,es,1131,1133
CHEM,0.5785656,20 mmol/L,1135,1145
DISO,0.49552828,augmentation,1242,1255
DISO,0.5230793,créatine kinase,1261,1277
DISO,0.30816677,C,1279,1280
CHEM,0.3052771,K,1280,1281
CHEM,0.80591583,bolus,1311,1317
CHEM,0.92435956,sulfate de magnésium,1320,1341
CHEM,0.90698004,gluconate de calcium,1347,1368
CHEM,0.4141811,perfusion,1371,1381
DISO,0.5090724,corriger,1446,1455
DISO,0.9148215,désordres électrolytiques,1459,1485
CHEM,0.3815823,J,1507,1508
ANAT,0.33523986,1,1508,1509
CHEM,0.88158965,calcium ionisé,1514,1529
CHEM,0.87394077,"0,75 mmol/L",1540,1552
CHEM,0.7078669,bolus,1564,1570
CHEM,0.90841943,gluconate de calcium 1 g IV,1573,1601
ANAT,0.42302313,midi,1640,1645
CHEM,0.7688052,bolus,1655,1661
CHEM,0.77156717,5 g IV,1665,1672
DISO,0.9519407,infection,1737,1746
ANAT_DISO,0.39310142,pulmonaire,1746,1757
PROC,0.6882534,prescrit,1761,1770
LIVB,0.44662437,patient,1773,1781
CHEM,0.91539335,ceftriaxone 1 g IV,1787,1806
ANAT,0.39113176,heures,1820,1827
PROC,0.56407046,administrée,1840,1852
ANAT,0.4243775,h,1874,1876
PROC,0.93485475,administration,1940,1954
CHEM,0.940128,calcium,1957,1965
CHEM,0.95762324,ceftriaxone,1974,1986
ANAT,0.66443175,Y,1991,1993
ANAT,0.48752677,voies différentes,2005,2023
PROC,0.55583024,ication,2031,2038
LIVB,0.36118358,patient,2054,2062
CHEM,0.96245927,propofol,2076,2085
CHEM,0.95666426,midazolam,2089,2099
CHEM,0.95720536,fentanyl,2113,2122
CHEM,0.95933133,phénytoïne,2129,2140
CHEM,0.8938486,olanzapine,2147,2157
CHEM,0.96100885,ranitidine,2164,2175
CHEM,0.9542788,thiamine,2182,2191
CHEM,0.9402897,métoclopramide,2195,2210
CHEM,0.93042225,héparine,2227,2235
