entity_group,score,word,start,end
LIVB,0.6855074,patiente,22,31
LIVB,0.5717828,20 ans,39,46
LIVB,0.39237183,pesant 68,47,57
CHEM,0.49600482,kg,57,60
DISO,0.86487186,allergie médicamenteuse,66,90
PROC,0.6303571,soins intensifs,117,133
DISO,0.8918035,epilepticus,148,160
CHEM,0.5419679,doses,180,186
CHEM,0.94880664,lorazépam,189,199
CHEM,0.8767369,1 mg,201,206
LIVB,0.6219214,patiente,232,241
DISO,0.9854344,troubles,264,273
ANAT_DISO,0.62900853,neurologiques,273,287
DISO,0.94927,troubles,292,301
DISO,0.5172286,encéphalite,317,329
DISO,0.82839847,atrophie,384,393
ANAT_DISO,0.49294317,cérébrale,393,403
DISO,0.94070214,dysphagie,408,418
DISO,0.9723327,épilepsie,427,436
CHEM,0.8803051,médicaments,442,454
PROC,0.8149453,jéjunostomie,486,499
PROC,0.52779216,gavage,524,531
PROC,0.33030203,alement,551,558
PROC,0.7298818,jéjunostomie,562,575
CHEM,0.8545459,médicaments,581,593
PROC,0.23889604,hôpital,627,634
PROC,0.9338507,hospitalisation,667,683
DISO,0.95269495,status epilepticus,691,710
DISO,0.6614164,épisode actuel,730,744
CHEM,0.9274836,175 mg de phénytoïne,760,781
CHEM,0.94966894,suspension,784,795
CHEM,0.93426096,25 mg/mL,797,805
CHEM,0.7701478,jour,820,825
CHEM,0.8717375,1500 mg de lévétiracétam,826,851
CHEM,0.6040072,jour,866,871
CHEM,0.90923995,clobazam dosé,875,889
CHEM,0.86960316,30 mg,891,897
CHEM,0.6881484,matin,900,906
CHEM,0.8714967,40 mg,911,917
CHEM,0.75463295,coucher,920,928
CHEM,0.90250283,50 mg d’amantadine,931,950
LIVB,0.72839016,patiente,974,983
CHEM,0.90544665,’ésoméprazole,1023,1036
CHEM,0.7980097,40 mg,1038,1044
CHEM,0.4992472,unités,1049,1056
CHEM,0.942062,vitamine D,1059,1070
CHEM,0.8892407,250 mg de calcium,1073,1091
CHEM,0.56880337,hôpital,1122,1129
LIVB,0.93256,patiente,1133,1142
DISO,0.96063536,convulsions,1162,1174
CHEM,0.65267843,dose,1213,1218
CHEM,0.9398716,phénytoïne,1221,1232
CHEM,0.8686652,300 mg,1235,1242
CHEM,0.8904661,175 mg,1244,1251
CHEM,0.93225026,médicaments,1287,1299
LIVB,0.43012667,personnel infirmier,1327,1347
PROC,0.81953216,soins,1372,1378
PROC,0.4384538,gavage,1432,1439
CHEM,0.8292701,’,1441,1442
PROC,0.77084625,hospitalisation,1472,1488
PROC,0.823488,administration,1509,1523
PROC,0.5368471,gavage,1526,1533
CHEM,0.9498541,phénytoïne,1542,1553
CHEM,0.46326685,jéjun,1557,1563
PROC,0.8013392,ostomie,1563,1570
PROC,0.6966524,soins intensifs,1617,1633
LIVB,0.90792847,patiente,1637,1646
PROC,0.8114599,perfusion intraveineuse,1657,1681
CHEM,0.9393615,propofol,1684,1693
CHEM,0.68687344,"2,2 mg/kg",1705,1715
PROC,0.7464057,admission,1737,1746
PROC,0.891497,prescription,1763,1776
PROC,0.8682503,dosage,1784,1791
CHEM,0.78206587,sérique de phénytoïne,1791,1813
PROC,0.8830453,prélèvement,1817,1829
ANAT_PROC,0.42908794,sanguin,1829,1837
CHEM,0.79615504,dose,1850,1855
PROC,0.90249217,dosage,1866,1873
CHEM,0.7358862,de phénytoïne,1873,1887
PROC,0.9613363,correction,1896,1907
CHEM,0.8672167,albumine,1915,1923
CHEM,0.56273615,27 μmol/L,1926,1936
PROC,0.5425498,corrigé,1955,1963
CHEM,0.8846197,albumine,1971,1979
CHEM,0.68593603,31 g/L,1981,1987
PROC,0.43925145,formule,2003,2011
PROC,0.80708534,Winter-Tozer,2014,2027
PROC,0.9329143,dosage,2031,2038
CHEM,0.775972,μmol/L,2048,2055
PROC,0.87858725,dosage,2092,2099
CHEM,0.7722046,80 μmol/L,2117,2127
LIVB,0.9104595,patiente,2131,2140
PROC,0.33089718,dose,2151,2156
CHEM,0.5578483,charge,2159,2166
CHEM,0.8631862,phénytoïne,2179,2190
CHEM,0.77330285,650 mg,2193,2200
CHEM,0.6785234,"9,6 mg/kg",2202,2211
