entity_group,score,word,start,end
LIVB,0.70462656,garçon âgé,5,16
LIVB,0.85689676,2 ans,19,25
DISO,0.91085863,insuffisance,62,75
ANAT_DISO,0.7107479,rénale,75,82
DISO,0.4800004,ré,85,87
CHEM,0.35932145,atin,87,91
DISO,0.3747022,ine,91,94
ANAT,0.37752774,plasmatique,94,106
PROC,0.7189906,admission,125,135
LIVB,0.9681461,enfant,138,144
DISO,0.5642375,altération,159,170
DISO,0.85589623,vomissements,189,202
DISO,0.8217353,trouble,205,213
DISO,0.6457353,conscience,219,230
ANAT,0.4322173,parents,282,290
DISO,0.9712117,dysurie,317,325
DISO,0.8836042,fièvre,361,368
DISO,0.48286894,ante,376,380
PROC,0.9379639,examen,384,390
DISO,0.26607603,ver,396,400
PROC,0.20759983,ge,400,402
DISO,0.6444838,courbure,436,445
ANAT_DISO,0.4454841,dorsale,445,453
ANAT,0.46518803,pénis,456,462
ANAT,0.4248395,méats,473,479
DISO,0.6716939,hypospade balanique,485,505
DISO,0.9507553,épispade,526,535
ANAT,0.53704315,jonction balanopréputiale,557,583
DISO,0.87851244,incontinent,589,601
DISO,0.70789593,jet,605,609
ANAT_DISO,0.5513283,urinaire,609,618
ANAT,0.31331238,urine,640,645
ANAT,0.57291734,mé,680,683
DISO,0.33091018,at,683,685
ANAT,0.6799685,inférieur,685,695
PROC,0.45364082,échographie abdomin,700,719
ANAT_DISO,0.24277002,pel,721,724
DISO,0.31400183,v,724,725
ANAT_DISO,0.46242094,ienne,725,730
DISO,0.95463175,dilatation,768,779
ANAT,0.48685673,haut appareil,782,796
ANAT_DISO,0.473695,urinaire,796,805
ANAT,0.5079269,parenchyme rénal,813,830
DISO,0.5374817,cotés,846,852
ANAT_DISO,0.4284313,paroi vésicale,859,874
DISO,0.91537195,sie,880,883
DISO,0.9618397,néphrostomie,888,901
LIVB,0.8842158,patient,987,995
DISO,0.6748156,baisse,1027,1034
DISO,0.65899366,créatinine,1040,1051
DISO,0.58968544,ur,1078,1080
DISO,0.58840495,yst,1085,1088
PROC,0.34395674,ographie,1088,1096
DISO,0.3442849,ur,1121,1124
ANAT,0.55413824,ètre,1124,1128
ANAT,0.47546005,uméra,1143,1148
DISO,0.9815586,pseudovessie,1173,1186
ANAT,0.42398515,vessie,1246,1253
ANAT,0.6441306,paroi antérieure,1277,1294
DISO,0.9314594,fistule,1302,1310
PROC,0.5670086,acification,1327,1338
DISO,0.39656717,drains,1342,1349
DISO,0.8922144,néphrostomie,1352,1365
DISO,0.959917,urétérohydronéphrose,1381,1402
DISO,0.9637395,diverticules,1423,1436
DISO,0.9028818,urété,1442,1447
ANAT_DISO,0.5309876,raux,1447,1451
DISO,0.7864996,tement,1459,1465
DISO,0.9446303,hyperpression,1483,1497
ANAT,0.5503662,vessie,1514,1521
DISO,0.9456553,tète,1561,1566
LIVB,0.6633976,Mickey mouse,1571,1583
LIVB,0.55965537,enfant,1600,1606
PROC,0.7829499,postopératoire,1631,1646
PROC,0.93527055,fermeture,1652,1662
DISO,0.91331947,fistule,1668,1676
PROC,0.9765154,résection,1697,1707
DISO,0.46440315,poche,1713,1719
ANAT,0.30853146,és,1724,1726
ANAT_DISO,0.29434866,icale,1726,1731
PROC,0.97233295,dissection,1735,1746
PROC,0.97412586,exérèse,1752,1759
ANAT_DISO,0.5567336,urètre,1765,1771
DISO,0.9553046,épispade,1771,1780
ANAT,0.40379587,pénienne,1827,1836
ANAT,0.42263338,sus,1839,1843
ANAT,0.40055713,rétrosymph,1844,1854
DISO,0.35972822,is,1854,1856
ANAT,0.5270715,aire,1856,1860
PROC,0.9714223,geste chirurgical,1864,1882
PROC,0.96597487,dissection,1910,1921
PROC,0.9241785,résection,1926,1936
DISO,0.96875143,diverticules,1940,1953
ANAT,0.46252015,portion,1962,1970
ANAT,0.66035324,uretères,1993,2002
PROC,0.9651567,réimplantation,2014,2029
ANAT_DISO,0.30460653,urété,2029,2035
PROC,0.45735562,ro,2035,2037
ANAT_DISO,0.35965228,vésicale,2037,2045
PROC,0.9666885,étude,2071,2076
ANAT,0.36593434,poche,2096,2102
ANAT,0.4907038,parois tapissées,2138,2155
ANAT,0.59301543,épithélium,2158,2168
ANAT,0.3819672,urothéli,2173,2182
ANAT_DISO,0.42465737,um,2182,2184
ANAT,0.64548147,tissu,2209,2215
