entity_group,score,word,start,end
LIVB,0.89660054,patient,18,26
LIVB,0.47590342,ans,32,36
PROC,0.7780149,urologie,47,56
ANAT,0.45590827,coliques,79,88
ANAT_DISO,0.4091413,néphrétique droites,88,108
DISO,0.5812713,poussées fébriles,113,131
DISO,0.82363987,brûlures mictionnelles,138,161
PROC,0.73394555,admission,192,201
LIVB,0.96292037,patient,205,213
PHYS,0.46972203,tension,238,246
ANAT,0.43983033,artérielle,246,257
ANAT,0.48421597,/6 cm Hg,269,277
PROC,0.84836376,examen,281,287
DISO,0.6095443,sensibilité,302,314
ANAT_DISO,0.568856,lombaire droite,314,330
ANAT,0.5784251,pelvienne,333,343
ANAT,0.5338135,côté,351,356
PROC,0.8407519,toucher,361,369
ANAT_PROC,0.48294085,rectal,369,376
PROC,0.70889777,orifices,394,403
ANAT,0.5670349,herniaires,403,414
PROC,0.9283553,examen,420,426
ANAT,0.69710875,organes génitaux externes,430,456
DISO,0.8366664,anomalie,469,478
PROC,0.6308217,examen,482,488
ANAT,0.35953775,urines,512,519
ANAT,0.46379936,colibacille,540,552
PROC,0.50726056,numération,556,567
ANAT_PROC,0.35520297,formule sanguine,567,584
DISO,0.97300184,hyperleucocysotose,599,618
ANAT,0.56771076,polynucléaires neutrophiles,620,648
ANAT,0.26966137,GB,657,660
PHYS,0.6434485,fonction,669,678
ANAT,0.48229128,rénale,678,685
ANAT,0.6875289,abdomen,703,710
PROC,0.8459266,échographie,767,778
ANAT_PROC,0.3939149,rénale,778,785
DISO,0.9737865,hydronéphrose,800,814
ANAT_DISO,0.5107653,droite,814,821
ANAT,0.78305113,parenchyme rénal,829,846
PROC,0.64386153,urographie intraveineuse,859,883
DISO,0.8827297,mégauret,904,913
ANAT,0.48144263,ère,913,916
DISO,0.95140344,imprégnation,938,950
PROC,0.77607775,clichés,972,980
ANAT,0.76947105,segment lombaire,989,1006
ANAT,0.59335655,segment,1012,1020
ANAT,0.6181473,io,1023,1025
ANAT_DISO,0.43998334,pelvien,1026,1034
ANAT,0.5223499,aileron sac,1061,1072
DISO,0.86084986,Figures,1076,1083
ANAT,0.416728,ral,1136,1139
DISO,0.9176349,dilatation,1158,1169
ANAT_DISO,0.7507746,urétérale,1169,1179
LIVB,0.7954295,patient,1183,1191
PROC,0.85318744,antibiothérapie,1206,1222
CHEM,0.9295613,pénicilline,1232,1243
CHEM,0.93035465,aminoside,1247,1257
PROC,0.64053017,examen cyto-bactériologique,1262,1289
ANAT,0.581185,urines,1293,1300
PROC,0.9494644,traitement,1322,1333
LIVB,0.93485445,patient,1360,1368
PROC,0.9334413,opéré,1374,1380
PROC,0.598309,abord,1388,1394
ANAT_DISO,0.4723561,iliaque droit,1394,1408
PROC,0.9704657,exploration chirurgicale,1412,1436
DISO,0.7532092,mégauret,1460,1469
ANAT,0.49207914,ère,1469,1472
ANAT,0.6321443,uretère droit rétro,1485,1505
ANAT,0.6067589,iliaque,1506,1513
ANAT,0.4685464,el,1526,1528
PROC,0.9614696,intervention,1544,1556
PROC,0.9716698,section,1574,1582
DISO,0.79535615,uretère,1588,1595
ANAT,0.63235664,jonction urétéro-vésicale droite,1601,1634
PROC,0.9549402,dissection,1639,1650
ANAT,0.3181725,uretère,1656,1663
ANAT,0.74830055,vaisseaux iliaques,1679,1698
DISO,0.855736,uretère,1702,1709
ANAT,0.58226556,io-pelvien droit,1712,1728
ANAT,0.7428271,vaisseaux,1766,1776
ANAT,0.6574856,iaques,1779,1785
PROC,0.6519857,on sectionne,1807,1819
PROC,0.9747001,réimplantation,1824,1839
ANAT_PROC,0.3692572,urété,1839,1845
ANAT,0.410357,rovésicale droite,1845,1862
PROC,0.5584975,ich,1886,1889
PROC,0.45571092,G,1890,1891
PROC,0.45287132,oir,1894,1897
PROC,0.87114656,remodelage,1903,1914
PROC,0.654673,mise,1917,1922
PROC,0.498486,sonde double J,1937,1952
PROC,0.5419889,sonde double J,1991,2006
PROC,0.81268543,levée,2015,2020
PROC,0.9632384,contrôles urographiques,2025,2049
