entity_group,score,word,start,end
DISO,0.6831687,lésion,89,96
ANAT_DISO,0.5587234,cuir chevelu,108,121
PROC,0.95222586,examen,160,166
DISO,0.9421227,nodule,186,193
ANAT,0.4894648,reste,263,269
PROC,0.66299444,examen,275,281
ANAT,0.6054708,aires ganglionnaires,314,335
PROC,0.85772455,exèrèse,343,351
PROC,0.9550876,examen,364,370
DISO,0.8942201,lésion,397,404
DISO,0.4551984,formation tumorale,417,436
ANAT,0.7554755,cellules,448,457
ANAT,0.54605883,cytoplasme,460,471
ANAT,0.40586638,PAS,487,491
ANAT,0.60450226,noyau basophile,514,530
PROC,0.96513355,recherche,534,544
PROC,0.8728248,immunohistochimie,547,565
ANAT,0.5811,marqueurs CD10,569,584
ANAT,0.30827403,V,587,589
DISO,0.3649662,imentine,589,597
PROC,0.8133535,diagnostic,653,664
DISO,0.9102562,métastase,673,683
ANAT_DISO,0.45345563,cutanée,683,691
DISO,0.94559026,carcinome,696,706
ANAT_DISO,0.681137,rénal,706,712
ANAT,0.3866877,cellules,714,723
DISO,0.36692196,claires,723,731
PROC,0.78393114,tomodensitométrie,737,755
PROC,0.39491373,o-pelv,763,769
ANAT_PROC,0.34305167,ienne,769,774
DISO,0.7312068,masse,799,805
ANAT,0.48389515,rein,837,842
ANAT_DISO,0.41380227,gauche,842,849
ANAT,0.57534957,rein droit,853,864
DISO,0.93863845,kystes,882,889
DISO,0.90204763,masse,921,927
ANAT,0.57988214,cavités pyél,935,948
ANAT,0.45800114,calicielles gau,950,965
DISO,0.35848752,ches,965,969
PROC,0.95968324,cliché d,990,999
PROC,0.9393785,urographie,1000,1010
PROC,0.9347685,bilan,1026,1032
PROC,0.8937701,extension,1035,1044
PROC,0.819644,tomodensitométrie thoracique,1054,1083
ANAT,0.50039965,cérébrale,1086,1096
PROC,0.9557866,scintigraphie,1109,1123
ANAT_PROC,0.4982973,osseuse,1123,1131
PROC,0.92066634,examens,1151,1159
PROC,0.95518994,néphrectomie élargie,1193,1214
ANAT,0.3606665,gauche,1214,1221
DISO,0.95042664,tumeur,1259,1266
PROC,0.42525423,X,1278,1280
ANAT,0.5697928,inférieurs,1305,1316
ANAT,0.52653617,rein,1319,1324
PROC,0.9527597,étude,1328,1333
DISO,0.90635157,carcinome,1379,1389
ANAT_DISO,0.44735387,cellules claires,1391,1408
PROC,0.76475143,Führman,1422,1430
DISO,0.7048995,emboles,1449,1457
ANAT_DISO,0.6165742,veineux,1457,1465
DISO,0.7898651,néoplasiques,1465,1478
PROC,0.85929835,traitement complémentaire,1482,1508
PROC,0.9568516,immunothérapie,1512,1527
DISO,0.61449534,cible tumorale,1573,1588
