entity_group,score,word,start,end
LIVB,0.6523189,patient âgé,2,14
LIVB,0.53005457,ans,20,24
PROC,0.8597926,orthopédie,86,96
DISO,0.877196,arthrite septique,105,123
ANAT_DISO,0.52988166,hanche gauche,129,143
PROC,0.7627332,examen clinique,192,207
ANAT,0.53078604,porte,241,247
PROC,0.9589689,hémocultures,270,283
LIVB,0.9428971,staphylococcus aureus,306,328
LIVB,0.89666414,malade,333,340
PROC,0.9190614,antibiothérapie,359,375
CHEM,0.90887475,pénicilline M,396,410
CHEM,0.9166057,aminoside,416,426
PROC,0.95394623,immobilisation,431,446
ANAT,0.49850926,membre inférieur gauche,449,473
DISO,0.6233902,a pparition,527,538
DISO,0.87753695,fistule,544,552
ANAT_DISO,0.7152469,cutanée,552,560
ANAT,0.44209242,hanche gauche,576,590
ANAT_DISO,0.4165348,urines,648,655
DISO,0.57896525,iss,673,676
PROC,0.8430074,urographie intraveineuse,687,711
ANAT,0.7685822,haut appareil,715,729
ANAT_DISO,0.25207406,cystogramme,750,762
DISO,0.7554913,fistule vésicoac,781,798
ANAT_DISO,0.3879847,étabulaire,798,808
PROC,0.94201887,cystoscopie,832,844
ANAT_DISO,0.60494787,corne vésicale gauche,875,897
DISO,0.7013334,inflammatoire hyperhémiée,906,932
DISO,0.58111477,orifice,948,956
DISO,0.4955877,unc,958,961
PROC,0.8494337,cystostomie réglée,973,992
DISO,0.8779388,dilatation,996,1007
ANAT_DISO,0.5911986,cathéter sus pubien,1020,1040
DISO,0.934349,fistule,1096,1104
PROC,0.9219462,dissection,1184,1195
PROC,0.858684,péritonisation,1208,1222
ANAT_DISO,0.558369,vessie,1228,1235
PROC,0.95019776,ablation,1243,1251
DISO,0.6461973,esqu,1257,1262
ANAT_DISO,0.5937771,ille osseuse,1262,1274
PROC,0.9132954,excision,1282,1291
DISO,0.68958473,fistuleux,1301,1311
DISO,0.73894304,ure,1334,1337
ANAT_DISO,0.43679464,tère gauche,1337,1348
PROC,0.29000658,sonde,1393,1399
ANAT_DISO,0.41476837,urétérale,1399,1409
PROC,0.63583726,fermeture,1416,1426
DISO,0.7137943,orifice fistuleux,1432,1449
ANAT_DISO,0.6737748,vessie,1465,1472
PROC,0.82981807,avivement,1478,1488
ANAT,0.27281356,b,1492,1494
PROC,0.3956242,erg,1494,1497
DISO,0.26622465,es,1497,1499
PROC,0.89410317,cystostomie réglée,1507,1526
PROC,0.971902,cathétérisme,1532,1545
DISO,0.7774183,l'ure,1548,1554
ANAT_DISO,0.46544322,tère,1554,1558
PROC,0.3960072,sonde,1573,1579
ANAT_DISO,0.48159415,urétérale,1579,1589
PROC,0.60557866,interposition,1596,1609
ANAT,0.33807483,péritoine,1612,1622
ANAT,0.635405,ro,1630,1632
DISO,0.3366341,-,1632,1633
ANAT_DISO,0.43740413,vésical gauche,1633,1647
PROC,0.9637379,arthrodèse,1655,1666
ANAT,0.5198202,hanche gauche,1672,1686
PROC,0.97706133,opacification,1691,1704
PROC,0.7078968,sonde de cystostomie,1711,1732
PROC,0.9812463,intervention,1758,1770
DISO,0.9489635,fistule,1788,1796
PROC,0.7943327,examens cliniques,1813,1831
PROC,0.6985518,bactériologiques,1832,1849
PROC,0.70212823,radiologiques,1852,1866
