entity_group,score,word,start,end
LIVB,0.5599704,ans,17,21
DISO,0.8260114,intoxication,51,64
DISO,0.950774,douleurs,98,107
ANAT_DISO,0.6934422,lombaires,107,117
CHEM,0.8836707,antalgiques morphiniques,160,185
PROC,0.74130905,examen clinique,189,204
DISO,0.6571033,masse tumorale,231,246
ANAT_DISO,0.63415706,paroi antérieure,265,282
ANAT_DISO,0.7930127,rectum,285,292
DISO,0.95718867,tumeur,313,320
ANAT_DISO,0.8598899,vésicale,320,329
PROC,0.7209891,échographie,345,357
DISO,0.80020523,hydronéphrose,361,375
ANAT_DISO,0.66969466,droite,375,382
PROC,0.7735938,exploration tomodensit,386,408
ANAT_DISO,0.22346152,ométrique,408,417
DISO,0.78762394,masse,464,470
ANAT_DISO,0.7231447,pelvienne,470,480
ANAT_DISO,0.5365559,vésicale,487,495
ANAT_DISO,0.5152223,cm postéro,500,511
DISO,0.47160426,-,511,512
ANAT_DISO,0.54149723,atérale droite,513,527
ANAT_DISO,0.5078996,graisse péri-,551,565
DISO,0.42910925,vés,565,568
ANAT_DISO,0.7168379,icale,568,573
ANAT_DISO,0.5568255,jonction urétéro-vésicale,582,608
PROC,0.8572972,cystoscopie,631,643
DISO,0.831499,lésion,677,684
DISO,0.95989954,carcinome,698,708
ANAT_DISO,0.65396893,ur,708,711
DISO,0.5555915,othéli,711,717
ANAT_DISO,0.77017355,al,717,719
DISO,0.64279985,aspect,736,743
DISO,0.8758238,bombement,746,756
ANAT_DISO,0.5653583,face postérieure,762,779
ANAT_DISO,0.679672,vessie,785,792
DISO,0.6873475,refoulant,792,802
DISO,0.93237096,lement,809,815
DISO,0.92556524,méats,824,830
ANAT_DISO,0.7418668,urétéraux,830,840
ANAT_DISO,0.60404235,vésical,865,873
DISO,0.91611576,lésions boursouflées,879,900
DISO,0.79102236,âtres,907,912
DISO,0.6417583,végétantes,923,934
PROC,0.8850942,coloscopie,1003,1014
DISO,0.6709912,anomalie,1041,1049
DISO,0.7151452,'UPR,1065,1069
DISO,0.9453295,rétrécissement,1104,1119
DISO,0.5766218,bas,1122,1126
ANAT_DISO,0.58633363,u,1126,1128
DISO,0.44926697,ret,1128,1131
ANAT_DISO,0.6514858,ère pelvien,1131,1142
DISO,0.5376961,uret,1150,1155
ANAT,0.30790493,ère,1155,1158
DISO,0.75358146,dilaté,1166,1173
DISO,0.80371153,uretère,1199,1206
ANAT_DISO,0.63552386,iliaque,1206,1214
DISO,0.8627625,dilatation,1221,1232
ANAT_DISO,0.6900183,cavités rénales,1236,1252
ANAT_DISO,0.45566195,urines,1257,1264
DISO,0.8515372,pyéliques,1264,1274
PROC,0.9758823,urétéroscopie,1305,1318
DISO,0.706509,progression,1327,1339
DISO,0.75165904,uretère,1378,1385
ANAT_DISO,0.6513703,pelvien droit,1385,1399
DISO,0.9144924,masse,1457,1463
DISO,0.71848804,ante,1469,1473
DISO,0.93483776,allure,1494,1500
DISO,0.8031584,tumorale,1518,1527
PROC,0.9289645,analyse,1532,1539
PROC,0.96835995,résection,1567,1577
DISO,0.48441485,trans-,1577,1584
ANAT_DISO,0.44784525,ur,1584,1586
DISO,0.48746687,éth,1586,1589
ANAT_DISO,0.6927196,rale,1589,1593
ANAT_DISO,0.7750459,vessie,1596,1603
PROC,0.84689456,biopsies transrectales,1610,1633
DISO,0.90055275,masse tumorale,1639,1654
PROC,0.9692229,diagnostic,1675,1686
DISO,0.95809656,carcinome,1689,1699
ANAT_DISO,0.53777444,ur,1699,1702
DISO,0.6891458,othéli,1702,1708
ANAT_DISO,0.6907365,al,1708,1710
ANAT_DISO,0.63445264,muscle vésical,1765,1780
DISO,0.7611492,emb,1795,1799
ANAT_DISO,0.61778426,oles lymphatiques,1799,1816
PROC,0.8630873,cytologie,1820,1830
ANAT_DISO,0.65544945,urinaire pyélique droite,1830,1855
PROC,0.9620315,prostato-cystectomie,1891,1912
PROC,0.9615159,dérivation,1917,1928
ANAT_PROC,0.4334311,urinaire,1928,1937
PROC,0.90751535,Bricker,1942,1950
PROC,0.9222039,per opératoire,1968,1983
DISO,0.9327305,tumeur,1987,1994
PROC,0.8942108,réalisation,2038,2050
PROC,0.52048063,urétérostomie,2056,2070
ANAT_DISO,0.57438296,cutanée,2070,2078
PROC,0.9138939,traitement adjuvant,2107,2127
PROC,0.9638143,radiothérapie,2137,2151
PROC,0.9526147,chimiothérapie,2154,2169
CHEM,0.8428987,gemcitabine,2173,2185
CHEM,0.48549592,cysplatine,2188,2199
PROC,0.8105767,suivi clinique,2221,2236
PROC,0.78556913,volume cible tomodensitométrique,2281,2314
PHYS,0.26430687,état général,2322,2335
LIVB,0.7196876,patient,2338,2346
