entity_group,score,word,start,end
LIVB,0.91182435,patient,2,10
LIVB,0.52327955,ans,21,25
DISO,0.9513455,douleur,47,55
ANAT,0.3275152,lombaire,55,64
DISO,0.85468054,douleur,127,135
CHEM,0.44716144,dé,146,148
CHEM,0.84508896,antalgiques,152,164
CHEM,0.61806774,anti-spasmodiques,172,190
DISO,0.7235207,traumatisme,217,229
PROC,0.69910264,examen physique,235,250
ANAT,0.6786665,costo,298,304
ANAT,0.6955511,musculaire droit,305,321
PHYS,0.26053712,tension,325,333
ANAT,0.44950318,artérielle,333,344
CHEM,0.37439165,20 mm Hg,359,367
PHYS,0.5214224,fréquence,373,383
ANAT,0.4675151,cardiaque,383,393
ANAT,0.47663942,reste,406,412
PROC,0.5771155,examen,418,424
ANAT,0.42611378,somatique,424,434
ANAT,0.2702371,hémoglobine,452,463
CHEM,0.29109976,g,475,477
PHYS,0.31358904,hémat,486,491
CHEM,0.37908766,ocrite,491,497
PHYS,0.19854198,fonction,509,518
ANAT,0.48434934,rénale,518,525
PROC,0.8886295,examen,543,549
ANAT,0.40222213,urines,573,580
DISO,0.893776,hématurie,604,614
PROC,0.90546805,radiographie,633,646
PROC,0.6112183,l,649,651
ANAT,0.863909,abdomen,652,659
ANAT,0.50414896,ombre rénale droite,689,708
PROC,0.9589583,échographie,714,725
ANAT,0.7305712,rein,781,786
PROC,0.79408383,tomodensitométrie,790,808
ANAT,0.4637882,abdominale,808,819
DISO,0.9392585,hémorragie,842,853
ANAT_DISO,0.504329,rénale,859,865
DISO,0.89823395,masse,886,892
ANAT,0.8495453,pôle supérieur droit,905,926
CHEM,0.77832085,produit de contraste,945,966
PROC,0.71745646,ographie,987,995
ANAT,0.5995069,supérieur,1051,1061
ANAT,0.72347945,rein,1064,1069
PROC,0.9578607,embolisation,1078,1090
PROC,0.8549675,diagnostic,1124,1135
DISO,0.91252255,hémorragie,1138,1148
ANAT_DISO,0.68337435,rénale,1154,1160
LIVB,0.9459162,patient,1191,1199
PROC,0.9164241,surveillance,1253,1266
CHEM,0.31268185,hémoglobine,1278,1289
CHEM,0.46757808,g/dl,1307,1312
CHEM,0.25443247,hémat,1318,1323
DISO,0.2629841,ocrite,1323,1329
PROC,0.55994314,réaliser,1354,1363
PROC,0.95625496,néphrectomie,1367,1380
PROC,0.5546059,ale,1386,1389
PROC,0.52867895,voie thoraco-,1393,1407
PROC,0.42609775,ombaire,1408,1415
PROC,0.59961575,drain,1437,1443
ANAT,0.52742016,sang,1468,1473
PROC,0.8026043,examen anatomo-pathologique,1521,1548
ANAT,0.56737256,pièce,1554,1560
PROC,0.40968114,opératoire,1560,1571
DISO,0.4294694,formation,1598,1608
ANAT,0.45531467,cm,1631,1634
ANAT,0.71218586,diamètre,1637,1646
ANAT,0.76894814,pôle supérieur,1659,1674
ANAT,0.6687798,rein,1677,1682
PROC,0.9676092,examen,1686,1692
ANAT,0.7984179,cellules,1736,1745
ANAT,0.61254627,papillaire,1759,1770
ANAT,0.5276586,es conjonctifs grê,1783,1801
ANAT,0.76354647,cellules y,1820,1831
ANAT,0.51801795,è,1836,1837
ANAT,0.5518399,cytoplasme éosin,1846,1863
PHYS,0.44745398,activité mitotique,1892,1911
DISO,0.844246,tumeur,1930,1937
DISO,0.74092466,adénome,1956,1964
ANAT_DISO,0.7232134,papillaire,1964,1975
LIVB,0.9511579,patient,2051,2059
ANAT,0.7828282,porte,2062,2068
PHYS,0.30916494,fonction,2082,2091
ANAT_DISO,0.5452797,rénale,2091,2098
PHYS,0.5790222,tension,2113,2121
ANAT,0.30585918,artérielle,2121,2132
