entity_group,score,word,start,end
LIVB,0.752942,médecin anesthésiste,2,23
PROC,0.82750195,rachianesthésie,35,51
PROC,0.9178694,hystéroscopie,60,74
PROC,0.9453359,myomectomie,81,93
LIVB,0.86496586,patiente de 40 ans,102,121
DISO,0.3317323,épileptique,121,133
PROC,0.5701082,geste,138,144
LIVB,0.77802324,infirmière anesthésiste,174,198
PROC,0.79402816,introduction,287,299
PROC,0.21606398,aiguille,305,313
PROC,0.92936724,injection,317,326
CHEM,0.43707275,dixième,331,339
ANAT,0.52250165,contenu,342,350
CHEM,0.82422036,ampoule de morphine,356,376
CHEM,0.7719389,1mg,379,383
CHEM,0.9027325,0.1mg,388,394
LIVB,0.7473545,infirmière anesthésiste,399,422
CHEM,0.6712451,seringue de morphine,433,454
PROC,0.35864636,remet,460,466
LIVB,0.80416155,anesthésiste,471,483
PROC,0.60903746,injecte,490,497
CHEM,0.24330735,ampoules,517,526
PROC,0.966358,anesthésie,541,551
LIVB,0.8582655,infirmière anesthésiste,555,578
CHEM,0.8791612,ampoule de morphine de 10mg,615,643
CHEM,0.89489174,1 mg,654,659
LIVB,0.87873745,patiente,664,673
CHEM,0.62740976,dose nécessaire,696,712
CHEM,0.8237657,mg,715,717
CHEM,0.9303936,0.1mg,728,734
LIVB,0.828461,infirmière,740,750
CHEM,0.84562963,ampoule,776,784
CHEM,0.3402298,re,830,832
CHEM,0.7620778,toxiques,834,843
PROC,0.86023587,surveillance,849,862
LIVB,0.93087953,patiente,884,893
PROC,0.8503961,soins post,934,945
CHEM,0.55935514,-,945,946
PROC,0.9212426,interventionnels,946,962
LIVB,0.28391546,S,964,965
PROC,0.25086635,SP,965,967
LIVB,0.49660096,I,967,968
PROC,0.677718,surveillance,986,999
PROC,0.5279692,mettre,1069,1076
CHEM,0.77112865,NALOXONE,1098,1107
LIVB,0.47273996,patiente,1148,1157
DISO,0.838813,somnolence,1180,1191
