entity_group,score,word,start,end
LIVB,0.29159877,patient,2,10
PROC,0.9605051,chirurgie,147,157
ANAT_DISO,0.5379919,fosse cérébrale postérieure,163,191
PROC,0.9293314,exérèse,193,200
DISO,0.72735244,astrocytome,205,217
ANAT_DISO,0.6421231,cérébelleux,217,229
DISO,0.9019792,hydrocéphalie séquell,279,301
ANAT_DISO,0.50726944,aire,301,305
DISO,0.884413,mal épileptique,329,345
ANAT,0.26436946,DVP,350,354
DISO,0.9769554,dysfonctionnements,413,432
ANAT_DISO,0.7326843,valves,435,442
PROC,0.45139974,DVP,469,473
DISO,0.84204704,hypertension,530,543
ANAT_DISO,0.35559708,intra,543,549
DISO,0.52704227,-,549,550
ANAT_DISO,0.6231911,cranienne,550,559
DISO,0.9596444,cloisonnement,622,636
ANAT_DISO,0.6554328,péritonéal,636,647
DISO,0.8857328,gêne,673,678
DISO,0.77688736,écoulement du,683,696
ANAT_DISO,0.71089154,LCR,696,700
DISO,0.58713794,D,717,719
ANAT_DISO,0.36408502,VA,719,721
DISO,0.9623837,dyspnée,797,805
DISO,0.53795654,thrombus intra-,821,837
ANAT_DISO,0.7466112,cardiaque,837,846
DISO,0.9412231,embolies,861,869
ANAT_DISO,0.76332283,pulmonaires,869,881
DISO,0.8851745,symptomatologie infectieuse,904,932
DISO,0.8758687,inflammatoire,935,949
DISO,0.8972446,infection,970,980
PROC,0.8461587,dérivation,995,1006
PROC,0.97225237,ablation,1011,1020
ANAT_PROC,0.3223245,cathéter,1023,1032
ANAT,0.33276853,atrial,1032,1039
PROC,0.65154284,alisation,1051,1060
PROC,0.9161662,dérivation,1066,1077
ANAT_DISO,0.3988066,cervical,1087,1096
PROC,0.724136,dérivation,1125,1136
ANAT_DISO,0.42387503,LCR,1139,1143
PROC,0.7940673,DVU,1194,1198
LIVB,0.8425478,patient,1203,1211
DISO,0.64217496,symptomatologie fonctionnelle urinaire,1275,1314
DISO,0.4664799,urée,1318,1322
ANAT_DISO,0.2628877,sérique,1322,1330
DISO,0.86604124,créatininémie,1334,1348
DISO,0.4602052,débitmétrie,1354,1366
PROC,0.97304654,échographie,1388,1400
PROC,0.832582,urographie intra-veineuse,1407,1433
ANAT_DISO,0.48608434,voie excré,1477,1488
DISO,0.3453224,trice,1488,1493
ANAT_DISO,0.33542845,urinaire,1493,1502
DISO,0.6675803,reflux vésico-urété,1509,1529
ANAT_DISO,0.6278198,ral,1529,1532
PROC,0.90826434,cystographie rétrograde,1554,1578
PROC,0.48897484,constatations,1598,1612
ANAT_DISO,0.3151834,rein droit,1632,1643
PROC,0.8876987,scintigraphie,1659,1673
DISO,0.8689685,uretère,1717,1724
ANAT_DISO,0.45397332,droit,1724,1730
PROC,0.94902754,dérivation,1750,1761
ANAT_PROC,0.35971597,ventricul,1761,1771
ANAT,0.34618822,o-urétérale,1771,1782
PROC,0.97205114,incision,1808,1817
ANAT_PROC,0.54815036,cutanée,1817,1825
ANAT,0.6147995,fosse iliaque droite,1828,1849
ANAT_DISO,0.4695732,vessie,1853,1860
DISO,0.8996923,uretère,1866,1873
PROC,0.7525232,voie extra,1893,1904
PROC,0.79124403,péritonéale,1905,1916
PROC,0.60643435,oie,1919,1922
PROC,0.8934426,abord,1925,1930
PROC,0.9804461,transplantation,1940,1955
ANAT_PROC,0.7855077,rénale,1955,1962
PROC,0.9363716,tunnélisation,1969,1983
PROC,0.28143027,cathéter,1986,1995
ANAT_PROC,0.6252738,ventriculaire,1995,2009
ANAT,0.5723811,cervicale,2072,2082
ANAT,0.72735494,partie supérieure,2093,2111
PROC,0.973384,incision,2117,2125
ANAT_PROC,0.50354356,iliaque,2125,2133
PROC,0.95607287,connection,2140,2151
ANAT_PROC,0.5724949,valve,2156,2162
ANAT_DISO,0.39218834,ventriculaire,2162,2176
ANAT_PROC,0.34097877,cathéter,2200,2209
ANAT,0.4564589,ical,2253,2257
PROC,0.81178343,voie extra-péritonéale,2271,2294
PROC,0.9630189,intervention,2319,2331
PROC,0.6785933,réimplantation urétéro,2349,2372
ANAT,0.36104584,vésicale,2373,2381
ANAT,0.43374798,vessie psoïque,2389,2404
