entity_group,score,word,start,end
DISO,0.75107026,tumeurs carcinoïdes,3,23
DISO,0.9591615,tumeurs,32,40
ANAT_DISO,0.5988791,neuroendocrines,40,56
ANAT,0.30687773,hormones,104,112
DISO,0.48007023,sérotonine,142,153
ANAT,0.449692,sécrétions hormonales,162,184
DISO,0.8987396,manifestations,207,222
DISO,0.80203897,syndrome carcinoïde,270,290
PROC,0.92703694,examen,505,511
PROC,0.539348,opératoires,542,554
PROC,0.9479989,biopsie,560,568
LIVB,0.555888,praticiens,601,612
PROC,0.819118,immunohistochimie,628,645
CHEM,0.45402816,marqueurs moléculaires,654,677
DISO,0.9589371,tumeurs,698,706
ANAT_DISO,0.6041502,neuroendocrines,706,722
PROC,0.8390043,examen,738,744
DISO,0.8564893,tumeurs carcin,773,788
ANAT_DISO,0.46060768,oïdes,788,793
ANAT_DISO,0.7784161,digestive,814,824
ANAT,0.49230063,ilé,855,858
ANAT_DISO,0.5255901,on,858,860
ANAT_DISO,0.4598335,extradiges,888,899
ANAT,0.3957985,tive,899,903
ANAT_DISO,0.555757,thymus,912,919
ANAT_DISO,0.54674983,poumon,923,930
ANAT_DISO,0.3987724,3,932,933
DISO,0.9673172,tumeurs,986,994
ANAT_DISO,0.604427,tube digestif,997,1011
ANAT,0.31885546,2,1013,1014
DISO,0.8691427,tumeurs carcinoïdes,1045,1065
ANAT_DISO,0.77576995,tube digestif,1068,1082
ANAT,0.36440015,cellules,1110,1119
ANAT_DISO,0.52127653,entéro,1119,1126
DISO,0.5753783,chrom,1126,1131
ANAT_DISO,0.42279115,aff,1131,1134
DISO,0.6294565,ines,1134,1138
ANAT_DISO,0.31904477,1,1140,1141
DISO,0.7964689,désagrément,1279,1291
PROC,0.65615565,opératoire,1332,1343
DISO,0.7373906,syndrome carcinoïde,1362,1382
DISO,0.8158602,métastasiques,1454,1468
LIVB,0.7858022,patients,1489,1498
DISO,0.4168466,4,1501,1502
PROC,0.91903603,études,1519,1526
DISO,0.8670051,tumeur carcinoïde,1543,1561
ANAT_DISO,0.7389812,grêle,1564,1570
GEOG,0.66398567,Afrique,1573,1581
GEOG,0.6454935,Bénin,1597,1603
PROC,0.96530294,thérapeutique,1670,1684
DISO,0.89554405,tumeur carcinoïde,1702,1720
ANAT_DISO,0.81536055,grêle,1723,1729
GEOG,0.20697121,in,1736,1738
PROC,0.829715,observations,1755,1768
LIVB,0.7907517,patient âgé,1818,1830
LIVB,0.94046783,64 ans,1833,1840
DISO,0.9544357,hypertension,1860,1872
ANAT_DISO,0.80752164,artérielle,1872,1883
LIVB,0.7696074,10 ans,1890,1897
PROC,0.9469372,traitement,1902,1913
DISO,0.5332754,altération,1933,1944
DISO,0.46561214,état,1950,1954
ANAT_DISO,0.31194243,général,1954,1962
DISO,0.96379447,amaigrissement,1970,1985
DISO,0.9716036,syndrome douloureux,2013,2033
ANAT_DISO,0.8242399,abdominal,2033,2043
DISO,0.86651564,diarrhée chronique,2046,2065
DISO,0.94148374,épisodes,2113,2122
DISO,0.9825791,flush,2125,2131
PROC,0.92247796,examen,2137,2143
DISO,0.9302273,masse,2160,2166
ANAT_DISO,0.42810857,15 cm,2169,2175
ANAT,0.69412196,grand axe,2178,2188
ANAT,0.8147868,régions épi,2205,2217
ANAT,0.45224243,hypog,2220,2226
ANAT_DISO,0.58624,astrique,2226,2234
DISO,0.731895,consistance ferme,2305,2323
PROC,0.6929075,bilan biologique,2327,2344
DISO,0.89245695,anémie microcyt,2392,2408
ANAT_DISO,0.53690785,aire,2408,2412
DISO,0.9766192,lymphopénie,2430,2442
PROC,0.8806207,tomodensitométrie,2454,2472
ANAT_DISO,0.6616414,abdominale,2472,2483
DISO,0.9488273,tumeur,2499,2506
ANAT_DISO,0.51217586,coelio,2506,2513
DISO,0.40298122,-,2513,2514
ANAT_DISO,0.48538986,mésentérique,2514,2526
DISO,0.92154557,métastases,2535,2546
ANAT_DISO,0.82316965,hépatiques,2546,2557
LIVB,0.90902674,patient,2562,2570
PROC,0.96429473,laparotomie,2581,2593
