entity_group,score,word,start,end
DISO,0.7697535,anémie ferriprive,49,67
DISO,0.9130874,hémorragie,82,92
DISO,0.8540592,anémie,155,161
PROC,0.7798137,supplémentation,171,187
CHEM,0.6250778,fer,190,194
CHEM,0.48694,d,203,205
CHEM,0.74968046,hémoglobine,206,217
PROC,0.7912626,fibroscopie digestive haute,248,276
DISO,0.5854472,purpuriques,308,320
ANAT,0.7883744,première,343,352
ANAT,0.7630404,deuxième portion,358,375
ANAT,0.4930951,duodénum,378,387
PROC,0.96650666,biopsie,391,399
PROC,0.95127195,diagnostic,431,442
PROC,0.5873702,angi,445,449
DISO,0.9430034,odysplasie,449,459
PROC,0.93178356,artériographie,463,477
DISO,0.7851462,angiodysplasique,496,513
ANAT_DISO,0.6072938,artérioles duodénales,517,539
DISO,0.9476455,lésions,544,552
ANAT,0.54087293,duodénum,574,583
ANAT,0.5305918,premières ans,590,604
ANAT_PROC,0.48751307,es jéjunales,604,616
PROC,0.9375614,indication opératoire,620,641
DISO,0.9632863,lésions,676,684
DISO,0.9614931,anémie,708,714
PROC,0.9550962,traitement,724,735
PROC,0.9692656,geste chirurgical,739,757
ANAT_PROC,0.6493001,duodén,767,774
PROC,0.7490991,opancréatectomie,774,790
ANAT,0.50587726,céphalique,790,801
ANAT,0.56774914,grêle proximal,829,844
PROC,0.97533774,étude,849,854
ANAT,0.5195835,réseau capillaire artériel,900,927
ANAT,0.5126662,veineux,930,938
ANAT,0.7796214,paroi,952,958
ANAT,0.57800394,ique,967,971
ANAT,0.4374951,reste,975,981
ANAT,0.49777502,paroi,987,993
ANAT_DISO,0.7235572,duodénale,993,1003
DISO,0.6825095,anomalies,1014,1024
DISO,0.9355063,ulcérations,1040,1052
ANAT,0.4458737,muqueuse,1058,1067
PROC,0.7384663,é,1074,1075
DISO,0.9589463,lésions,1096,1104
ANAT_DISO,0.51214266,vasculaires,1104,1116
DISO,0.92392164,complications,1164,1178
