entity_group,score,word,start,end
LIVB,0.63906246,nourrisson,14,25
PHYS,0.4834478,grossesse,91,101
DISO,0.6351073,masse,152,158
ANAT_DISO,0.4609398,abdominale droite,158,176
ANAT_DISO,0.41745487,urinaire,239,248
DISO,0.49283212,signes,260,267
DISO,0.98232526,constipation,298,311
PROC,0.9264828,traitée,321,329
DISO,0.8165791,fièvre,365,372
DISO,0.68848014,altération,375,386
ANAT_DISO,0.3001271,général,396,404
PROC,0.654958,examen,408,414
DISO,0.9692546,masse,436,442
ANAT_DISO,0.5241233,abdominale,442,453
DISO,0.44882044,hypochondre,480,491
ANAT,0.435766,droit,491,497
DISO,0.72053397,flanc,501,507
ANAT,0.5631461,droit,507,513
ANAT,0.6748081,épigastre,519,528
ANAT,0.5576066,lombaire,614,623
ANAT,0.7361864,ligne médiane,643,657
DISO,0.93813324,œdème,674,679
ANAT,0.60864985,membres,683,691
ANAT,0.6124734,circulation collatérale,699,723
PROC,0.74977016,examens,728,736
ANAT,0.5649044,cardiovasculaires,736,754
ANAT,0.60252327,pulmonaires,755,767
ANAT,0.54200643,neurologiques,770,784
PROC,0.9022444,examens,803,811
PROC,0.58890694,laboratoire,814,826
DISO,0.9624097,anomalie,845,853
PROC,0.48627135,analyse,857,864
ANAT,0.54727715,urine,867,872
ANAT,0.42758057,formule sanguine,878,895
DISO,0.9636106,anémie,917,923
DISO,0.9463445,thrombocytopénie,929,946
DISO,0.5914648,urée,978,982
ANAT,0.3951896,sanguine,982,991
PROC,0.72366357,ionogramme,998,1008
ANAT,0.32856488,réserve alcaline,1017,1034
PROC,0.6095213,dosage,1038,1045
DISO,0.66926074,al,1051,1053
DISO,0.6140632,-foetoprotéine,1055,1069
CHEM,0.36941501,HCG,1083,1087
PROC,0.75481474,échographie,1106,1117
ANAT,0.57611734,abdominale,1117,1128
DISO,0.56605655,masse,1151,1157
ANAT,0.64168763,loge rénale droite,1169,1188
ANAT,0.6801053,foie,1201,1206
ANAT,0.49440312,rein,1218,1223
ANAT,0.7820975,veine cave inférieure,1236,1258
DISO,0.63005906,calcifications,1323,1338
ANAT,0.40457058,cône,1349,1354
ANAT,0.5773742,ombre U,1357,1365
ANAT,0.5413908,rétro péritonéal droit,1407,1430
ANAT,0.7701485,foie,1477,1482
ANAT,0.80681485,veine cave inférieure,1495,1517
ANAT,0.5688423,abaissant,1527,1537
ANAT,0.7138784,rein,1554,1559
ANAT,0.84108776,pelvis,1574,1581
ANAT,0.86664104,médiane,1601,1609
ANAT,0.8736532,rachis,1619,1626
DISO,0.875999,masse,1653,1659
ANAT,0.70809436,aorte abdominale,1666,1682
ANAT,0.6624442,processus,1686,1696
DISO,0.31235293,tique,1739,1744
ANAT,0.53081954,graisseuse,1757,1768
ANAT,0.4110683,calcique,1771,1780
ANAT,0.47726637,fig,1819,1822
PROC,0.9672587,traitement,1829,1840
PROC,0.97380865,chirurgical,1846,1858
PROC,0.95981985,exérèse totale,1879,1894
DISO,0.94321936,tumeur,1900,1907
PROC,0.9155402,laparotomie,1915,1927
ANAT,0.4549449,transversale,1927,1940
ANAT,0.46092257,ombilicale droite,1944,1962
DISO,0.94357646,adhérences,1985,1996
DISO,0.9527727,tumeur,2014,2021
ANAT_DISO,0.54178,rein,2029,2034
ANAT,0.49264094,droit,2034,2040
ANAT,0.5382345,veine cave,2044,2055
ANAT_DISO,0.499169,inférieur,2055,2065
ANAT,0.55560744,foie,2069,2074
ANAT,0.46874028,aorte,2078,2083
ANAT_DISO,0.51646256,duodénum,2087,2096
ANAT,0.41069216,colon,2102,2108
PROC,0.9455723,résection,2112,2122
DISO,0.9760485,tumeur,2137,2144
PROC,0.5454523,réalise,2154,2162
ANAT_DISO,0.6226488,surrénale,2175,2185
DISO,0.955188,tumeur,2203,2210
ANAT,0.5814735,rein droit,2227,2238
DISO,0.97650707,tumeur,2270,2277
ANAT,0.4080215,cm,2289,2292
DISO,0.48110813,pèse,2295,2300
