entity_group,score,word,start,end
LIVB,0.9170658,femme,3,9
LIVB,0.8264375,50 ans,12,19
DISO,0.56164944,africaine,29,39
DISO,0.97537655,symptômes,88,98
DISO,0.7102331,atteinte,101,109
ANAT_DISO,0.3649843,neurologique,109,122
DISO,0.9340287,confusion,125,135
DISO,0.75350726,ataxie,139,145
DISO,0.95922184,paresthésie,149,161
DISO,0.8748782,céphalées,167,177
LIVB,0.5335921,médecin,259,267
CHEM,0.93397325,médicament,308,319
CHEM,0.8226822,produit de santé,322,339
DISO,0.30411956,allergie,363,371
CHEM,0.7434764,fumait pas,375,386
CHEM,0.6794656,d’alcool,407,416
DISO,0.94462836,symptômes,421,431
ANAT,0.7481175,deux dernières semaines,487,511
LIVB,0.51939535,Elle,512,517
PHYS,0.44125533,perte,538,544
PHYS,0.4247061,poids,547,553
ANAT,0.49791026,derniers,566,575
PROC,0.5077928,prise de,585,594
ANAT_PROC,0.4545031,sang,594,599
DISO,0.9497245,pancytopénie,610,623
DISO,0.94129467,insuffisance,636,649
ANAT_DISO,0.58402526,rénale,649,656
PHEN,0.21807459,clairance,665,675
CHEM,0.31331608,la créatinine,678,692
CHEM,0.24660283,ml/min,705,712
CHEM,0.46858817,formule de Cockcroft,721,742
CHEM,0.4047611,Gault,745,751
CHEM,0.35173064,"poids de 48,2 kg",759,776
CHEM,0.2213383,créatinine sérique,790,809
CHEM,0.5311132,98 μmol/L7.,812,824
DISO,0.29330808,valeurs,828,836
ANAT,0.27087843,laboratoire,839,851
CHEM,0.25980827,admission,856,865
CHEM,0.25987104,patiente,871,880
PROC,0.9578072,examens radiologiques,919,941
PROC,0.64308465,tomoden­ sitométrie axiale,954,981
ANAT,0.593995,cérébrale,981,991
DISO,0.9582165,imageries,1005,1015
ANAT_DISO,0.64839417,cérébrales,1015,1026
PROC,0.41372555,résonance magnétique,1030,1051
PROC,0.8245752,tests microbiologiques,1058,1081
LIVB,0.40838134,médecins,1096,1105
PROC,0.9444861,diagnostic,1117,1128
DISO,0.9501487,toxoplasmose,1131,1144
ANAT_DISO,0.5344562,cérébrale,1144,1154
DISO,0.97778153,œdème,1168,1174
ANAT_DISO,0.57014173,cérébral,1174,1183
PROC,0.8752293,analyses,1207,1216
DISO,0.6344027,VIH,1242,1246
DISO,0.3051805,VHC,1252,1256
PROC,0.6557287,admission,1263,1273
ANAT,0.4034086,lymphocytes T CD4,1285,1303
CHEM,0.5675115,cellules/,1315,1325
DISO,0.262467,μ,1325,1326
CHEM,0.39875618,l,1326,1327
DISO,0.4207828,umération normale,1330,1347
LIVB,0.25289237,1100,1355,1360
ANAT,0.43524256,cellules/μ,1360,1371
DISO,0.5411766,charge virale,1379,1393
CHEM,0.2996587,6 copies/ml,1409,1420
PROC,0.3413585,e,1430,1431
PROC,0.9760909,traitement,1434,1445
DISO,0.9590214,œdème,1451,1456
DISO,0.9519032,toxoplasmose,1472,1485
ANAT_DISO,0.582357,cérébrale,1485,1495
LIVB,0.6390436,patiente,1499,1508
CHEM,0.9299892,dexaméthasone,1521,1535
CHEM,0.6980226,4 mg,1544,1549
CHEM,0.37066033,intraveineuse,1552,1566
CHEM,0.51832277,mg,1614,1617
PROC,0.65025675,voie orale,1621,1632
CHEM,0.30015033,heures,1647,1654
CHEM,0.8729136,1 mg,1679,1684
CHEM,0.34483868,voie,1688,1693
PROC,0.3644892,orale,1693,1699
PROC,0.8216922,éradiquer,1748,1757
DISO,0.9136116,toxoplasmose,1760,1773
PROC,0.7665906,traitement oral,1777,1793
CHEM,0.953104,pyriméthamine,1803,1817
CHEM,0.9621682,acide folinique,1821,1836
CHEM,0.86275125,de sulfadiazine,1839,1855
PROC,0.5590264,entrepris,1861,1871
CHEM,0.9613814,pyriméthamine,1893,1907
LIVB,0.9734437,patiente,1911,1920
CHEM,0.51179886,dose,1934,1939
CHEM,0.70256746,charge,1942,1949
CHEM,0.8857212,200 mg,1952,1959
CHEM,0.64980865,dose,1969,1974
CHEM,0.8908131,75 mg,1989,1995
CHEM,0.97138387,acide folinique,2018,2033
LIVB,0.9241263,patiente,2037,2046
CHEM,0.5327519,dose,2057,2062
CHEM,0.86901575,50 mg,2065,2071
CHEM,0.3963811,fois,2075,2080
CHEM,0.3971221,jour,2084,2089
CHEM,0.5137109,"jour 6,",2098,2106
CHEM,0.63777983,15 mg,2111,2117
CHEM,0.45859596,fois,2121,2126
CHEM,0.5286078,jour,2130,2135
CHEM,0.8335072,dose de sulfadiazine,2139,2160
CHEM,0.639641,1 500 mg quatre fois,2169,2190
CHEM,0.39893287,jour,2194,2199
PROC,0.9672819,traitement,2234,2245
DISO,0.5836448,infection Toxoplasma,2250,2270
