entity_group,score,word,start,end
LIVB,0.30343345,Maria,0,5
ANAT_DISO,0.49582532,bronchop,93,102
DISO,0.7580416,neumopathies,102,114
DISO,0.7589028,épisodes,121,130
DISO,0.9572614,diarrhée,133,142
PROC,0.8930411,bilan,178,184
PROC,0.9263494,TDM,230,234
ANAT_PROC,0.6643003,thoracique,234,245
DISO,0.91593736,dilatation,262,273
ANAT_DISO,0.679023,bronches,277,286
ANAT,0.6654576,lobe supérieur gauche,309,331
PROC,0.77110326,fibroscopie oeso-,335,353
ANAT_PROC,0.29582763,gastro,353,359
ANAT_DISO,0.37230754,duodénale,359,368
PROC,0.9352299,biopsie,373,381
DISO,0.6880585,duodénite nodulaire oedémateuse,394,426
DISO,0.88590205,hyperplasie,446,458
ANAT_DISO,0.5209853,lymphoïde,458,468
DISO,0.8285881,atrophie,473,482
ANAT_DISO,0.6249735,villositaire,482,495
DISO,0.98614824,parasitose,498,509
DISO,0.48556358,transit du,513,524
ANAT_DISO,0.68774015,grêle,524,530
PROC,0.82313323,colonoscopie,536,549
PROC,0.95555794,biopsie,554,562
PROC,0.86090493,coproculture,582,595
LIVB,0.7873554,germe,616,622
LIVB,0.94190335,Maria,628,634
PROC,0.75463414,bilan immunologique,669,689
PROC,0.7469534,dosage,693,700
CHEM,0.74316776,pondéral,700,709
CHEM,0.79956967,immunoglobulines,713,730
DISO,0.93472075,hypogammaglobulinémie,747,769
CHEM,0.56878096,IgG = 1 g/l,778,790
CHEM,0.54157543,"5,4",792,795
CHEM,0.56448936,"16,1",797,802
CHEM,0.608696,IgA,804,808
CHEM,0.7315347,"0,25 g/l",810,819
CHEM,0.5753981,"0,8",821,824
DISO,0.5547783,),830,831
CHEM,0.60285026,IgM,832,836
CHEM,0.6067991,"0,16 g/l",838,847
CHEM,0.4826992,"0,5",849,852
DISO,0.2692334,CD 19,863,869
CHEM,0.78200597,7,889,890
PROC,0.5335356,diagnostic,917,928
DISO,0.90192026,DICV,931,936
LIVB,0.9690101,patiente,940,949
PROC,0.9120359,antibioprophylaxie,965,984
CHEM,0.8453452,cotrimoxazole,994,1008
PROC,0.71957403,kinésithérapie respiratoire,1023,1051
PROC,0.5994793,perfusions,1058,1069
CHEM,0.8049841,immunoglobulines,1084,1101
DISO,0.98631895,infections,1125,1136
ANAT_DISO,0.86036193,respiratoires,1136,1150
DISO,0.96984273,diarrhée,1159,1168
