entity_group,score,word,start,end
LIVB,0.54702854,K,8,10
LIVB,0.6674023,M,11,13
DISO,0.5086294,urie,59,63
ANAT_DISO,0.34477913,coliques néphrétiques,103,125
PROC,0.87817055,examen clinique,141,156
ANAT,0.4488468,lombaire,184,193
PROC,0.6768734,échographie,208,219
DISO,0.7810056,uretèrohydronéphrose,234,255
PROC,0.7001494,conservation,271,284
ANAT,0.83048785,index cortical,290,304
PROC,0.7308866,biologie,319,328
DISO,0.2686231,créatininémie,348,362
CHEM,0.68661976,mg/1,367,372
CHEM,0.6006793,655μmoles/l,374,385
CHEM,0.36973754,kaliémie,392,401
CHEM,0.52136004,"5,6g",403,408
PROC,0.9137604,prise en charge,414,430
PROC,0.8405287,cathétérisme,456,469
ANAT,0.33527136,urétéral,469,478
PROC,0.48421213,sondes double J.,496,513
PHYS,0.46901459,diurèse,571,579
DISO,0.8674625,hyperdiurése,584,597
DISO,0.45675093,le,632,634
PROC,0.7977612,normalisation,638,652
ANAT,0.2875818,fonction rénale,658,674
PROC,0.8665801,Uroscanner,716,726
ANAT,0.7775371,gros vaisseaux,793,808
ANAT,0.71395415,uretères,815,824
DISO,0.560477,plaque,840,847
DISO,0.87536144,fibrose,850,858
PROC,0.3813155,ér,865,867
ANAT_DISO,0.36711347,itonéale,867,875
ANAT,0.60750955,uretères,914,923
DISO,0.3789239,uretè,927,933
PROC,0.9049185,rolyse,933,939
PROC,0.65021855,intrapéritonisation,944,964
ANAT,0.5433665,uretères,968,977
PROC,0.8163384,anesthésie générale,1009,1029
PROC,0.92750835,sondage,1035,1043
ANAT,0.40526852,vésical,1043,1051
LIVB,0.5215313,patient,1055,1063
PROC,0.63050246,décubitus,1093,1103
DISO,0.63220876,érit,1137,1141
ANAT,0.31360987,ombilic,1218,1225
PROC,0.8986815,décollement,1309,1321
ANAT_PROC,0.27331102,colique,1321,1329
DISO,0.78290266,uretère,1352,1359
PROC,0.36839268,a,1388,1389
ANAT,0.45333448,transpéritonéale,1407,1424
PROC,0.81664056,uretèrolyse,1465,1476
ANAT,0.870289,partie pelvienne,1487,1504
ANAT,0.85205626,bifurcation iliaque,1527,1547
PROC,0.94909954,analyse,1568,1575
PROC,0.9446171,biopsies,1592,1601
ANAT,0.70443237,tissu périurétéral,1604,1623
DISO,0.8624122,inflammation chronique,1636,1659
DISO,0.932806,uretère,1688,1695
PROC,0.7943748,intrapéritonisé,1709,1725
ANAT,0.44200087,latéro-colique,1742,1757
ANAT,0.8059765,gouttiére pariét,1765,1782
ANAT,0.37874705,colique,1784,1791
PROC,0.3875419,colon,1795,1801
ANAT,0.735726,péritoine pariétal,1823,1842
PROC,0.7829983,surjet,1849,1856
PROC,0.4801443,Vicryl 4,1859,1868
PROC,0.9331684,procédure,1892,1902
PROC,0.6294209,réalisée,1908,1917
PROC,0.83770394,opératoire,1936,1947
PROC,0.8441754,opératoires,1979,1991
PROC,0.9615046,ablation,2013,2021
PROC,0.26627037,sondes,2025,2032
ANAT_PROC,0.49560454,urétérales,2032,2043
