entity_group,score,word,start,end
DISO,0.38647762,ons,12,15
LIVB,0.78733027,patient,34,42
DISO,0.902032,alcoolisme chronique,72,92
DISO,0.7821682,intoxication volontaire,96,119
PROC,0.6536438,sevrage,147,155
PROC,0.82086897,bilan,161,167
DISO,0.93378097,intoxication,176,189
PROC,0.41545996,TCE,192,196
CHEM,0.31402773,alcool,230,237
PROC,0.5582484,isation,237,244
CHEM,0.5464376,ans,273,277
LIVB,0.913133,patient,324,332
PROC,0.61042506,inhaler,349,357
CHEM,0.33633286,TCE,374,378
DISO,0.70590526,euphorie,416,424
DISO,0.8922045,hallucinations,430,444
PROC,0.5029678,augmentation,469,482
CHEM,0.6896133,doses de trichloréthylène,498,524
DISO,0.72447926,épisodes dépressifs,540,559
PROC,0.7964977,sevrage,623,631
CHEM,0.9072978,trichloréthylène,634,651
LIVB,0.78396153,patient,700,708
PROC,0.72023153,inhalations,725,737
PROC,0.57297367,examen clinique,756,771
PROC,0.878584,bilan radiologique,793,812
PROC,0.72335094,hospitalisation,876,892
PROC,0.7363459,inhalation,904,915
DISO,0.32225278,euphorique,965,976
DISO,0.38787463,produit,1015,1023
PROC,0.7090966,examen clinique,1030,1045
DISO,0.8002781,état,1050,1055
ANAT_DISO,0.576775,abdomen,1135,1142
DISO,0.93081564,masse,1157,1163
ANAT_DISO,0.32100797,lombaire,1182,1191
ANAT_DISO,0.46733135,droite,1193,1200
PROC,0.76504457,examen,1216,1222
PROC,0.8618626,échographie,1240,1251
ANAT_DISO,0.4462777,abdominale,1251,1262
ANAT_DISO,0.61651134,rénale droite,1287,1301
DISO,0.5583756,envahissement,1375,1388
ANAT_DISO,0.59442216,veine rénale,1394,1407
DISO,0.8042602,adénopathie rétro-,1413,1431
ANAT_DISO,0.4438435,péritonéale,1431,1442
ANAT_DISO,0.5380033,rein gauche,1456,1468
DISO,0.80137986,lésion,1511,1518
ANAT_DISO,0.70147544,hépatique,1518,1528
DISO,0.79071635,hépatomégalie stéatosique,1567,1593
DISO,0.5402012,signe,1606,1612
DISO,0.93781734,cirrhose,1615,1624
DISO,0.86076343,hypertension,1630,1642
ANAT_DISO,0.64992064,portale,1642,1650
PROC,0.56579965,scanner abdomino-pelv,1655,1677
ANAT_DISO,0.24662425,ien,1677,1680
DISO,0.92333066,syndrome,1694,1703
DISO,0.9379306,masse,1706,1712
ANAT_DISO,0.76487577,rénale,1712,1719
ANAT_DISO,0.50606996,droit,1730,1736
ANAT,0.6448163,partie postérieure,1780,1799
ANAT_DISO,0.48137742,cavités pyélocalicielles,1813,1838
DISO,0.73454976,dilatation,1857,1868
ANAT_DISO,0.4495388,dernières,1875,1885
DISO,0.66524017,masse,1892,1898
ANAT_DISO,0.47481024,rénale droite,1898,1912
ANAT,0.3307837,corticale,1912,1922
ANAT,0.5468339,artériel,1947,1956
DISO,0.9030796,nécrose,2002,2010
ANAT,0.46336526,mm,2028,2031
ANAT,0.54165226,55 mm,2035,2041
ANAT,0.51735216,mm,2077,2080
PROC,0.92338264,scanner,2085,2093
ANAT_PROC,0.58044976,thoracique,2093,2104
DISO,0.5417041,localisation,2122,2135
ANAT_DISO,0.75464255,pulmonaire,2146,2157
PROC,0.84822154,dosages,2163,2171
PROC,0.84435207,admission,2187,2197
CHEM,0.87402356,"acide trichloracétique 9,14 mmol/l",2213,2247
CHEM,0.9088734,"trichloréthanol 10,5 mmol/l",2258,2286
PROC,0.77961475,sevrage,2306,2314
CHEM,0.8705259,de trichloréthylène,2314,2334
LIVB,0.96342635,patient,2369,2377
PROC,0.88438374,opéré,2383,2389
PROC,0.8489485,néphrectomie,2395,2408
ANAT_DISO,0.3789312,droite,2416,2423
PROC,0.6710122,suites opératoires,2428,2447
