entity_group,score,word,start,end
LIVB,0.96469593,fille de 7 ans,4,19
DISO,0.8901836,écoulement,48,59
ANAT_DISO,0.46268752,ombilical,59,69
DISO,0.5260796,ulent,73,78
DISO,0.7679,symptomatologie urinaire,84,109
PROC,0.65303224,examen,115,121
ANAT,0.7047426,ombilical,145,155
PROC,0.93800783,échographie,170,181
ANAT,0.31315574,ombil,227,233
ANAT,0.49114797,médiane,247,255
ANAT,0.45155138,ombil,260,266
ANAT_DISO,0.42128697,icale,266,271
PROC,0.9559726,résection,275,285
ANAT,0.57953644,ombilic,291,298
ANAT,0.51978827,sinus,302,308
ANAT,0.4578663,base,317,322
PROC,0.9584161,implantation,325,337
PROC,0.95514375,suture,342,349
ANAT_PROC,0.55870855,vésicale,349,358
PROC,0.62142414,plans,363,369
PROC,0.9006533,omphaloplastie,398,413
PROC,0.94722515,étude,417,422
DISO,0.78445345,infiltrat lymphoplasm,447,469
ANAT_DISO,0.46510714,ocytaire,469,477
DISO,0.8685908,écoulement,573,583
ANAT_DISO,0.56787676,ombilical,583,593
ANAT,0.42585,ombilic,613,620
ANAT_DISO,0.43949282,ombilic,649,657
