entity_group,score,word,start,end
LIVB,0.81518,Femme de 68 ans,0,15
DISO,0.98271704,douleurs,50,59
ANAT_DISO,0.58544636,lombaires,59,69
DISO,0.98608947,insuffisance,84,97
ANAT_DISO,0.56664425,rénale,97,104
CHEM,0.39252013,cré,106,109
DISO,0.44503123,atinine,109,116
CHEM,0.5139733,mol/l,133,138
CHEM,0.66628575,sérum,141,147
LIVB,0.97832674,femme,211,217
LIVB,0.9516976,enfants,227,235
PROC,0.8777238,examen clinique,243,258
DISO,0.93209684,prolapsus,276,286
PROC,0.70372385,urographie intraveineuse,307,331
DISO,0.85605127,dilatation,346,357
ANAT,0.41567528,cavités urétéropyél,380,400
ANAT,0.55758053,icielles,404,412
ANAT,0.7849125,parenchyme,420,431
ANAT_DISO,0.801585,vessie,446,453
DISO,0.8582203,résidu,469,476
DISO,0.7874369,tension,503,511
ANAT_DISO,0.6041892,artérielle,511,522
LIVB,0.9732781,patiente,537,546
PROC,0.96839184,traitée,550,558
PROC,0.85551536,mise,562,567
PROC,0.63848597,place,570,576
PROC,0.35647193,sonde,582,588
ANAT_PROC,0.49821457,uréthrale,588,598
PROC,0.383479,demeure,600,608
PROC,0.8265174,pose,611,616
CHEM,0.32735097,pess,621,626
ANAT_PROC,0.29869893,aire,626,630
PHYS,0.35695922,fonction,634,643
ANAT_PROC,0.40084565,rénale,643,650
LIVB,0.75115424,patiente,669,678
PROC,0.9000925,intervention chirurgicale,691,717
CHEM,0.47211272,créatinine sanguine,761,781
CHEM,0.60032815,μmol/l de sérum,787,803
