entity_group,score,word,start,end
LIVB,0.79237354,femme,15,21
LIVB,0.69344693,56 ans,24,31
DISO,0.9157702,hématurie,114,123
DISO,0.29378274,ite,169,172
PROC,0.9499006,hystérectomie radicale,177,200
DISO,0.9609642,hypertension,212,225
ANAT_DISO,0.6727136,artérielle,225,236
PROC,0.97353655,traitée,236,244
CHEM,0.7275843,Sotalol,248,256
DISO,0.9290199,hépatite,261,270
DISO,0.8171408,fièvre typhoïde,277,293
DISO,0.478493,allergies,316,326
GEOG,0.8795637,Afrique,363,371
CHEM,0.41041493,cigarettes,412,423
CHEM,0.41478574,jour,427,432
PROC,0.59368294,consultation,456,469
DISO,0.9271223,infection,501,510
ANAT_DISO,0.5327283,urinaire,510,519
ANAT_DISO,0.77277535,vaginale,522,531
PROC,0.9548441,traité,532,539
CHEM,0.8388829,Itraconazole,543,556
DISO,0.9389812,hématurie,570,579
DISO,0.7832007,hématurie microscopique,615,638
ANAT_PROC,0.30780792,urologique,657,668
PROC,0.9502225,examen,673,679
DISO,0.42271757,microscopique,679,693
ANAT_DISO,0.41786262,urines,697,704
ANAT,0.48460323,globules rouges,717,733
ANAT_DISO,0.32453015,champ,737,743
PROC,0.93650615,bilan échographique,748,768
ANAT_DISO,0.5177199,reins,768,774
DISO,0.91690475,-vessie,774,781
PROC,0.9354511,bilan,797,803
DISO,0.8883691,hypoéchogène,845,858
ANAT_DISO,0.5429989,rénale,866,872
ANAT,0.34145832,gauche,872,879
DISO,0.95075214,hypertrophie,913,926
ANAT,0.45675525,colonne,932,940
PROC,0.81756264,contrôle,974,983
PROC,0.73526615,scanner,987,995
PROC,0.7697051,scanner,999,1007
DISO,0.3783098,paroi,1079,1085
ANAT_DISO,0.29025924,postérieure,1085,1097
ANAT_DISO,0.28415576,latérale,1100,1109
ANAT_DISO,0.5364192,vessie,1122,1129
DISO,0.86544865,calcification,1143,1157
PROC,0.92592037,cystoscopie,1174,1186
DISO,0.42852712,polypoide,1263,1273
DISO,0.92658126,nodules,1307,1315
ANAT_DISO,0.3649131,muqueux,1320,1328
DISO,0.97063833,lésions,1333,1341
DISO,0.43690366,tumorale,1376,1385
DISO,0.8275144,infectieuse,1426,1438
DISO,0.54296076,inflammatoire,1441,1455
PROC,0.96162415,exérèse-biopsie,1495,1511
PROC,0.8755651,voie endoscopique,1549,1567
PROC,0.8771975,analyse,1571,1578
DISO,0.8642178,dépôts,1634,1641
DISO,0.39756024,matériel amyloïde,1644,1662
DISO,0.55725735,masses,1674,1681
DISO,0.9452617,réaction granulomateuse,1709,1733
PROC,0.9298425,coloration,1764,1775
CHEM,0.3184203,rouge Cong,1787,1798
PROC,0.44854692,o,1798,1799
PROC,0.97353655,examen,1805,1812
CHEM,0.37680084,lumière,1815,1823
PROC,0.9527951,analyse,1837,1844
DISO,0.91857713,dépôts,1876,1883
CHEM,0.6788742,protéines,1901,1911
CHEM,0.66239166,AL,1916,1919
CHEM,0.3094493,chaînes légères d,1960,1978
CHEM,0.7171927,immunoglobulines,1979,1995
CHEM,0.34787938,chaînes λ[,2022,2033
PROC,0.8291692,complément,2040,2051
PROC,0.96770513,investigation,2054,2067
DISO,0.6566972,myélome occulte,2101,2117
DISO,0.9149643,amyloïdose,2169,2179
PROC,0.92676187,urographie,2183,2193
ANAT_PROC,0.53136605,intraveineuse,2193,2207
PROC,0.9268937,bilan,2229,2235
ANAT_DISO,0.26971185,cardi,2235,2241
PROC,0.6433915,ologique,2241,2249
PROC,0.82931644,électrocardiographique,2310,2333
DISO,0.97485775,amylose,2353,2360
ANAT_DISO,0.3821082,cardiaque,2360,2370
PROC,0.9537036,biopsie,2374,2382
ANAT_DISO,0.36785623,rectale,2382,2390
DISO,0.8649512,amyloïdose,2434,2445
