entity_group,score,word,start,end
LIVB,0.7070104,patient âgé,18,30
LIVB,0.8457669,55 ans,33,40
DISO,0.8137531,alcoolisme,56,66
DISO,0.51931554,tabagisme,72,82
DISO,0.9560249,ulcération,108,119
ANAT_DISO,0.4274879,endo,119,124
ANAT_DISO,0.4017204,uccale,126,132
DISO,0.8262019,odontalgie,204,214
DISO,0.96496916,tuméfaction,223,235
LIVB,0.9143885,patient,274,282
CHEM,0.6476,anti-inflammatoire,322,340
ANAT,0.41732436,orale,364,370
DISO,0.9616784,fistule,405,413
ANAT_DISO,0.7261293,cutanée,413,421
DISO,0.7900715,ment,429,433
ANAT_DISO,0.54175687,onnière gauche,433,447
DISO,0.68985474,pus,463,467
ANAT_DISO,0.5816646,bouche,470,477
DISO,0.876288,mobilité,490,499
DISO,0.8980313,perte,505,511
ANAT_DISO,0.777633,dentaire,511,520
ANAT,0.45595634,dents,524,530
DISO,0.9739526,douleur,541,549
ANAT_DISO,0.72911805,abdominale,549,560
ANAT_DISO,0.47786802,épigastrique,578,591
PROC,0.8892528,prise,636,642
CHEM,0.38493365,anti,645,649
PROC,0.74961174,examen clinique,667,682
LIVB,0.7370071,patient,700,708
DISO,0.510053,état général,719,732
ANAT_DISO,0.3969824,faci,740,745
DISO,0.663906,ès,745,747
ANAT_DISO,0.30991808,terreux,747,755
DISO,0.9786863,fièvre,762,769
DISO,0.5438654,"38,5°C",771,778
DISO,0.96932113,fistule,783,791
ANAT_DISO,0.73807245,cutanée,791,799
DISO,0.5341362,mentonn,807,814
ANAT_DISO,0.48863155,ière gauche,814,825
DISO,0.320647,figure,827,833
PROC,0.45840892,hygiène,851,859
ANAT_DISO,0.5468695,bucco,859,865
ANAT_DISO,0.6568964,dentaire,866,874
DISO,0.9680173,halitose,879,888
DISO,0.97278905,ulcération,893,904
ANAT_DISO,0.7277078,bouche,907,914
ANAT,0.65560716,séquestre osseux,937,954
DISO,0.9602267,carie,961,967
ANAT,0.4315171,dent,973,978
DISO,0.95631546,douleur,1007,1015
DISO,0.97900677,contracture,1022,1034
ANAT_DISO,0.6979473,abdominale,1034,1045
DISO,0.9232657,matité,1054,1061
DISO,0.9339714,flancs,1065,1072
PROC,0.8552673,bilan,1076,1082
DISO,0.972123,hyperleucytose,1113,1128
ANAT,0.287497,globules,1137,1146
DISO,0.25115278,blancs,1146,1153
DISO,0.8311184,anémie,1162,1169
CHEM,0.5789265,hémoglobine,1181,1192
PROC,0.8764469,radiographie,1196,1209
ANAT,0.4110515,abdomen,1215,1222
PROC,0.6107537,préparation,1227,1239
DISO,0.5527414,éritoine,1266,1274
DISO,0.6251104,croissant,1293,1303
ANAT,0.35340893,gazeux,1303,1310
ANAT,0.50659806,phrénique,1315,1325
PROC,0.8503807,orthopantomogramme,1336,1354
ANAT,0.48418427,estre osseux,1378,1390
ANAT,0.4698678,corpus mandibulaire gauche,1393,1420
PROC,0.91759396,réanimation,1425,1437
PROC,0.9178157,transfusion,1507,1519
ANAT_PROC,0.3167544,sanguine,1519,1528
PROC,0.328518,bi,1541,1544
PROC,0.9122907,antibiothérapie,1545,1560
CHEM,0.7333112,ant,1568,1571
CHEM,0.7594503,céphalosporine,1575,1590
CHEM,0.7399525,métronidazole,1593,1607
PROC,0.9731159,exploration chirurgicale,1612,1636
PROC,0.93030906,laparotomie,1640,1652
DISO,0.9634811,perforation,1682,1694
ANAT,0.54657423,face antérieure,1725,1741
CHEM,0.31094083,ant,1747,1750
DISO,0.36766437,re,1750,1752
ANAT_DISO,0.52756006,gastrique,1752,1762
PROC,0.7269495,ulcérectomie,1768,1781
PROC,0.9717148,suture,1788,1795
PROC,0.66222495,séquestrectomie,1829,1845
PROC,0.5401169,faite,1851,1857
PROC,0.9198033,opératoire,1876,1887
PROC,0.8561628,suites post opératoires,1892,1916
DISO,0.84489745,décès,1952,1958
LIVB,0.91007566,patient,1961,1969
LIVB,0.3286876,J,1971,1973
ANAT,0.43954098,2,1973,1974
DISO,0.86233807,choc septique,1993,2007
