entity_group,score,word,start,end
LIVB,0.50294244,ans,14,18
DISO,0.8461075,troubles mictionnels,102,123
DISO,0.94282454,rétention,171,181
ANAT_DISO,0.6185591,urinaire,181,190
DISO,0.78934145,aiguë,190,196
PROC,0.6781526,toucher rectal,206,221
ANAT_PROC,0.7942325,prostate,224,233
CHEM,0.8145957,PSA total,282,292
CHEM,0.5916889,5 ng/ml,304,311
LIVB,0.9494285,patient,315,323
PROC,0.7115788,résection transure,334,353
ANAT_DISO,0.37921965,thrale,353,359
ANAT_DISO,0.54601294,prostate,365,374
PROC,0.96660185,étude,380,385
PROC,0.9647026,résection,413,423
PROC,0.86068463,immunomarquage,432,447
DISO,0.75489163,léiomyosarcome,466,481
ANAT_DISO,0.65679854,prostatique,481,493
PROC,0.571177,TDM abdomino-,522,536
ANAT_DISO,0.22779731,pel,536,539
ANAT,0.23267502,v,539,540
ANAT_DISO,0.39103505,ienne,540,545
ANAT,0.2885626,prostatique,570,582
ANAT,0.27799016,end,611,615
ANAT_DISO,0.35304818,ovésical,615,623
PROC,0.36667624,comblement,639,650
ANAT,0.6319815,espaces graisseux,654,672
ANAT_DISO,0.7549007,vessie,681,688
DISO,0.44662538,vésicules,695,705
ANAT_DISO,0.70458907,séminales,705,715
ANAT,0.5706397,x 5cm x,732,740
DISO,0.35726768,adénomégalie,786,799
LIVB,0.7563532,patient,830,838
PROC,0.7484247,cystoprostatectomie totale,849,876
PROC,0.9196366,curage,892,899
PROC,0.6447818,obturateur,917,927
PROC,0.9375644,dérivation,930,941
ANAT_DISO,0.6483361,urinaire,941,950
DISO,0.89074105,poche,954,960
ANAT_DISO,0.4819724,iléo,960,965
ANAT_DISO,0.6854581,ale,970,973
PROC,0.5998722,tu,976,978
DISO,0.7163442,ente,990,994
PROC,0.9375946,stomie,999,1006
ANAT,0.29191253,ombil,1011,1017
DISO,0.6871963,tumeur,1087,1094
ANAT_DISO,0.34818098,ical,1125,1129
PROC,0.88599914,examen,1135,1141
PROC,0.7221055,pièce opératoire,1160,1177
PROC,0.6538674,i,1199,1200
DISO,0.6905824,omyosarcome,1200,1211
ANAT_DISO,0.55152285,prostatique,1211,1223
PROC,0.9681856,exérèse,1270,1277
PROC,0.80599356,curage lymphonodal,1285,1304
PROC,0.8814845,traitement adjuvant,1321,1341
LIVB,0.77715313,patient,1363,1371
PROC,0.52066135,rev,1377,1381
PROC,0.8499009,consultation,1387,1400
PROC,0.88839626,contrôles clinique,1419,1438
PROC,0.72059417,tomodensitométrique,1441,1461
