entity_group,score,word,start,end
LIVB,0.60326815,70 ans,11,18
DISO,0.7353209,amiante,80,87
DISO,0.84751105,hématurie,114,124
PROC,0.9591204,cystoscopie,142,154
DISO,0.69173795,lésions polypoides,169,188
ANAT,0.5351264,face,210,215
ANAT_DISO,0.5005314,latérale droite,215,231
DISO,0.36620116,rig,238,241
ANAT_DISO,0.5289805,onales,241,247
DISO,0.797693,dôme,253,258
PROC,0.92235184,bilan,262,268
DISO,0.8429354,',270,271
PROC,0.74945176,extension,271,280
DISO,0.67840374,adénopathies,303,316
ANAT_DISO,0.6221036,veine cave,330,341
ANAT_DISO,0.48777014,pédicule rénal droit,354,375
DISO,0.8006282,engainement,387,399
DISO,0.6167988,l'ure,402,408
ANAT_DISO,0.64541984,tère droit,408,418
DISO,0.88502127,uretéro-hydronéphrose,447,469
DISO,0.90251863,cytologies,475,486
ANAT_DISO,0.6095798,urinaires,486,496
DISO,0.89569956,lésion tumorale,531,547
ANAT_DISO,0.6631107,urothéliale,547,559
PROC,0.8835673,examen,579,585
PROC,0.81918097,résection trans,613,629
ANAT_DISO,0.5126147,uréthrale,629,638
ANAT_DISO,0.7823552,vessie,641,648
DISO,0.9773744,tumeur,664,671
ANAT_DISO,0.6131732,ur,671,674
DISO,0.6796889,othéli,674,680
ANAT_DISO,0.69936156,ale,680,683
DISO,0.5968063,composante,710,721
ANAT_DISO,0.5867061,papillaire,721,732
ANAT_DISO,0.46305484,musculeuse,765,776
DISO,0.74577767,prolifération tumorale,780,803
DISO,0.70976377,ïlots tumoraux,817,832
DISO,0.8883996,"""nid""",842,848
PROC,0.96920973,traitement,853,864
PROC,0.9679809,chimiothérapie,882,897
DISO,0.7812872,inextirpabilité,940,955
DISO,0.93985426,lésion,961,968
DISO,0.98472035,carcinose,977,987
ANAT_DISO,0.7544616,péritonéale,987,999
PROC,0.9398035,laparotomie,1019,1031
PROC,0.5084112,décès,1035,1041
LIVB,0.9647249,patient,1044,1052
