entity_group,score,word,start,end
LIVB,0.6181498,homme,2,8
ANAT,0.8913556,cellule,57,65
LIVB,0.8558489,médecin,129,137
PROC,0.8651712,autopsie,156,164
DISO,0.6901591,accident,275,284
PROC,0.78476626,recherche,288,298
CHEM,0.47552344,toxiques,301,310
PROC,0.8319044,expertise,363,373
CHEM,0.92710716,alcool éthylique,397,413
CHEM,0.72781813,"0,93 g/L",415,424
CHEM,0.9534631,atropine,476,484
ANAT,0.5469343,urine,551,556
PHYS,0.6136663,élimination,572,583
PHEN,0.33795175,concentration,622,636
ANAT,0.8794462,contenu gastrique,656,674
ANAT,0.8462261,sang,686,691
PHYS,0.6544827,résorption,708,719
PROC,0.81182224,prise,826,832
PHYS,0.32942942,ampoules,893,901
CHEM,0.9133201,atropine,904,912
PROC,0.90521026,anesthésie-réanimation,948,971
