entity_group,score,word,start,end
LIVB,0.64139634,patiente,3,12
DISO,0.6719128,métastases lymph,63,80
ANAT_DISO,0.37209052,on,80,82
DISO,0.44773653,od,82,84
ANAT_DISO,0.59299827,ales médiastinales,84,102
ANAT_DISO,0.54100513,iaques droites,108,122
DISO,0.6390953,carcinome épidermoïde,127,149
DISO,0.74734235,tumeur primitive,155,172
LIVB,0.8175255,patiente,204,213
PROC,0.9779455,chimiothérapie,242,257
PROC,0.96330893,radiothérapie,264,278
ANAT_PROC,0.33485782,ale,288,291
PROC,0.89357364,tomodensitométrie,311,329
ANAT,0.30837768,abdominale,329,340
DISO,0.9201728,lombalgie,376,386
ANAT_DISO,0.6994241,droite,386,393
ANAT_DISO,0.5371695,urété,407,413
DISO,0.7819798,hydronéphrose,415,428
ANAT_DISO,0.7337009,droite,428,435
ANAT_DISO,0.5506449,parenchyme rénal,455,472
DISO,0.9255446,adénopathies,495,507
ANAT_DISO,0.5374337,iliaques droites,507,524
ANAT_DISO,0.4683072,rein gauche,541,553
DISO,0.61498404,anomalie,564,573
PHYS,0.37339103,fonction,579,588
ANAT_DISO,0.60897833,rénale,588,595
DISO,0.29691797,normale,595,603
PROC,0.95835245,néphrourétérectomie,608,628
ANAT_DISO,0.37249932,droite,628,635
DISO,0.8114079,uretère dilaté,653,667
DISO,0.49895474,lymph,674,680
PROC,0.6964343,adénectomie,680,691
ANAT,0.42414308,iliaque droite,691,706
ANAT,0.26905596,fragments,709,719
PROC,0.81584907,laparoscopie,743,756
ANAT_DISO,0.40525165,rétrop,756,763
ANAT,0.24865845,ér,763,765
ANAT_DISO,0.48990518,itonéale,765,773
PROC,0.33895838,troc,780,785
DEVI,0.29206282,arts,785,789
PROC,0.27114183,5,808,809
PROC,0.9116958,néphro-urétérectomie,825,846
PROC,0.6323702,ite,858,861
ANAT,0.5624269,sac,869,873
ANAT,0.28233287,anche,876,881
ANAT,0.5340756,orifice,888,895
PROC,0.31221235,troc,898,903
ANAT,0.25935304,art,903,906
PROC,0.8509091,éro-,910,914
PROC,0.86606586,incision,951,959
ANAT,0.35357094,fragments,966,976
PROC,0.55307674,biopsiques,976,987
ANAT,0.56598186,orifice,1035,1043
PROC,0.71336615,examen,1088,1094
PROC,0.4189005,néph,1129,1134
PROC,0.763216,térectomie,1139,1149
ANAT_DISO,0.47234434,rein,1161,1166
DISO,0.8254909,tumeur,1179,1186
ANAT_DISO,0.4808081,section urétérale,1202,1220
DISO,0.7862962,adénopathies,1248,1260
DISO,0.7917237,inflammation,1287,1299
DISO,0.7727459,tumorale,1334,1343
PROC,0.6170459,an,1348,1351
DISO,0.777802,masse,1366,1372
ANAT_DISO,0.3867149,cutanée,1378,1385
ANAT,0.45506305,fosse lombaire,1402,1417
ANAT_DISO,0.45824283,droite,1417,1424
PROC,0.51090306,or,1440,1442
ANAT_DISO,0.31557274,trocart,1450,1458
PROC,0.9353451,tomodensitométrie,1533,1551
ANAT,0.43720633,abdominale,1551,1562
DISO,0.54923534,envahissement,1574,1588
DISO,0.43356752,tumorale,1615,1624
PROC,0.469162,troc,1639,1644
ANAT,0.2608551,art,1644,1647
DISO,0.8146239,masse,1665,1671
ANAT,0.41831028,loge,1688,1693
PROC,0.9149889,néphrectomie,1696,1709
ANAT_DISO,0.5259353,veine cave,1725,1736
ANAT,0.54270947,inférieure,1736,1747
PROC,0.8155071,lombotomie,1752,1763
PROC,0.9804109,exérèse,1767,1774
DISO,0.8493126,tumeur,1780,1787
ANAT_DISO,0.570879,pariétale,1787,1797
DISO,0.63146245,envahissement,1819,1832
ANAT,0.44064748,veine,1838,1844
ANAT_DISO,0.5309297,cave inférieure,1844,1860
PROC,0.98167187,exérèse,1875,1883
DISO,0.9180373,masse,1899,1905
PROC,0.9207271,examen,1920,1926
PROC,0.513592,opathologique,1933,1946
DISO,0.7107998,carcinome épidermoïde,1966,1988
PROC,0.91031706,diagnostic,2026,2037
PROC,0.95280206,lombotomie,2079,2090
DISO,0.73582596,tumorale,2117,2126
PROC,0.7062218,loge,2157,2162
PROC,0.9510628,néphrectomie,2165,2178
PROC,0.97742677,radio-chimiothérapie,2192,2213
PROC,0.975977,diagnostic,2255,2266
DISO,0.7092937,récidive,2269,2278
LIVB,0.93138963,patiente,2282,2291
DISO,0.95118034,métastases,2306,2317
PROC,0.48250628,c,2327,2328
ANAT_DISO,0.42655686,érales,2328,2334
