entity_group,score,word,start,end
DISO,0.6159297,’,17,18
LIVB,0.85283285,jeune homme caucasien,34,56
PROC,0.95671266,diagnostic,70,81
DISO,0.61951554,tumeur desmoplasique,107,128
DISO,0.93563974,métastases,153,164
ANAT_DISO,0.7778756,pulmonaires,164,176
PROC,0.9426181,diagnostic,190,201
PROC,0.3624285,masse,205,211
ANAT_PROC,0.41587794,rein droit,223,234
DISO,0.78864676,hydronéphrose,259,273
LIVB,0.96369,patient,284,292
PROC,0.9581128,chimiothérapie,314,329
PROC,0.55936646,adjuvante,333,342
CHEM,0.94453007,ifosfamide,344,354
CHEM,0.959907,carboplatin,355,367
CHEM,0.9113606,étoposide,368,378
PROC,0.9645444,chirurgie,389,399
PROC,0.9656433,exérèse,402,409
DISO,0.9323155,tumeur,415,422
PROC,0.618538,cycle,426,432
PROC,0.94042236,chimiothérapie,435,450
CHEM,0.87984216,cyclophosphamide,452,468
CHEM,0.9149394,doxorubicine,469,482
CHEM,0.8809715,vincristine),483,496
PROC,0.95573866,radiothérapie,537,551
ANAT_PROC,0.673098,abdominale,551,562
PROC,0.9220658,diagnostic,582,593
LIVB,0.4993981,patient,605,613
PROC,0.8449447,greffe de,623,633
ANAT_PROC,0.7567454,moelle osseuse,633,648
PROC,0.62290376,autologue,648,658
PROC,0.8675554,consolidation,661,675
PROC,0.93998724,conditionnement,680,696
CHEM,0.9356389,étoposide,700,710
CHEM,0.8063854,thiotépa,711,720
CHEM,0.9243291,cyclophosphamide,723,740
DISO,0.92587614,maladie,781,789
PROC,0.95001286,traitements,794,806
PROC,0.57453865,contrôler,840,850
DISO,0.94732934,maladie,853,861
DISO,0.9786283,insuffisance,875,888
ANAT_DISO,0.7309379,rénale,888,895
DISO,0.9295048,chronique,895,905
PROC,0.9660573,séances,948,956
PROC,0.9520845,hémodialyse,959,970
PROC,0.6912007,semaine,996,1004
PROC,0.82135075,diagnostic,1048,1059
DISO,0.78790814,cancer,1062,1069
PROC,0.86924195,greffe autologue,1089,1106
LIVB,0.739495,patient,1120,1128
DISO,0.95510244,syndrome myélodysplasique,1150,1176
PROC,0.905006,biopsie,1194,1202
ANAT_PROC,0.574216,médullaire,1202,1213
PROC,0.8436703,greffe allogénique,1218,1237
ANAT_PROC,0.5871464,sang,1255,1260
ANAT_PROC,0.34105876,cordon,1263,1270
PROC,0.9123087,conditionnement,1292,1308
CHEM,0.8298231,busulfan,1338,1347
CHEM,0.91825086,fludarabine,1348,1360
CHEM,0.7019797,globuline anti,1363,1378
PROC,0.6849088,thymocytaire,1378,1390
LIVB,0.7018927,lapin,1393,1399
PROC,0.6985906,épisode,1403,1410
PROC,0.9624321,greffe,1413,1420
LIVB,0.91565555,patient,1464,1472
PROC,0.7829796,hôpital,1482,1489
PROC,0.95644,greffe,1507,1514
PROC,0.95063895,dialyses,1535,1544
PROC,0.82602835,semaine,1577,1585
PROC,0.27162895,is,1590,1592
DISO,0.24789207,ode,1592,1595
PROC,0.9722287,greffe,1622,1629
ANAT_PROC,0.65229774,moelle,1632,1639
LIVB,0.9355632,patient,1655,1663
PROC,0.67736006,consulte,1663,1672
DISO,0.94445574,œdème,1692,1698
ANAT_DISO,0.5032518,visage,1701,1708
DISO,0.40220228,état,1757,1762
CHEM,0.27087182,ap,1777,1780
PROC,0.45611492,yrétique,1780,1788
ANAT,0.38434622,formule,1792,1800
ANAT_PROC,0.3543579,sanguine,1800,1809
ANAT,0.33818206,polynucléaires,1854,1869
ANAT_PROC,0.5471076,neutrophiles,1869,1882
PROC,0.9065549,tests,1893,1899
ANAT_PROC,0.8702111,sanguins,1899,1908
DISO,0.5742203,résultats,1919,1929
LIVB,0.8204062,patient,1974,1982
PROC,0.95468223,hémodialysé,1982,1994
CHEM,0.7519567,créatinine,1996,2007
CHEM,0.66625273,4 μmol/L,2012,2020
CHEM,0.40928912,ale,2026,2029
CHEM,0.74828076,mmol/L,2054,2061
CHEM,0.48134935,ale,2067,2070
CHEM,0.8647245,albumine,2084,2093
CHEM,0.498857,g/L,2098,2102
CHEM,0.3725785,ale,2108,2111
CHEM,0.9283201,phosphore,2123,2133
CHEM,0.72162,"1,4 mmol/L",2135,2146
CHEM,0.57613903,"1,2)",2161,2166
CHEM,0.92569405,magnésium,2169,2179
CHEM,0.8325488,"1,14 mmol/L",2181,2193
CHEM,0.5291401,normale,2195,2202
PROC,0.8019599,tests,2220,2226
ANAT_PROC,0.6361459,hépatiques,2226,2237
CHEM,0.85048467,bilirubine,2239,2249
DISO,0.1805527,transaminases,2250,2264
