entity_group,score,word,start,end
LIVB,0.8361714,Femme de 30 ans,0,15
PROC,0.67882437,prélèvements,50,63
LIVB,0.6960683,victime,77,85
PROC,0.90996355,sérologies,91,102
PROC,0.92930883,test,103,108
PROC,0.406894,grossesse,111,121
PROC,0.65017813,recherche,122,132
CHEM,0.44738674,toxiques,135,144
PROC,0.7065802,illonnages,160,170
GEOG,0.5404554,Police Nationale,237,254
DISO,0.4863279,alcoolémie,258,268
PROC,0.8817448,recherche,296,306
CHEM,0.6760644,dérivés cannabinoïdes,310,332
ANAT,0.3734176,plasmatiques,332,345
LIVB,0.7371217,annabis,361,368
PROC,0.9056899,Step ELISA,373,383
PROC,0.85498166,International Diagnostic,384,409
PROC,0.90052015,screening,413,423
CHEM,0.4393254,CL,453,456
PROC,0.64882535,HP/BD,456,461
CHEM,0.3059063,k,510,512
ANAT,0.26028278,aval,512,516
LIVB,0.31734043,act,516,519
CHEM,0.38224122,ones,519,523
PROC,0.864269,enquête,539,546
LIVB,0.9789857,jeune femme,578,590
LIVB,0.3883949,ami,616,620
ANAT,0.87052643,îlot,650,655
LIVB,0.72609,Nouméa,668,675
DISO,0.7400685,calomnieuse,714,726
