entity_group,score,word,start,end
DISO,0.29247484,K,0,1
LIVB,0.2661331,M,2,4
LIVB,0.5634764,ans,17,21
DISO,0.736676,néphropathie,105,118
DISO,0.98324096,douleurs,230,239
ANAT_DISO,0.7187057,abdominales,239,251
DISO,0.6583413,flanc,254,260
ANAT_DISO,0.6297033,droit,260,266
DISO,0.9652675,diarrhée,286,295
DISO,0.4886684,tipation,300,308
DISO,0.52565634,-s,329,331
DISO,0.908371,asthénie,344,353
DISO,0.96894723,pollakiurie,368,380
ANAT,0.6768898,abdomen,384,391
PROC,0.4770878,examen,419,425
ANAT,0.5763491,aires lymphonodales,429,449
DISO,0.9590879,adénopathies,467,480
ANAT,0.44534355,cm,494,497
ANAT,0.70692843,creux axillaires,516,533
PROC,0.9172541,échographie,538,549
ANAT,0.379795,abdominale,549,560
ANAT,0.51446515,droit,596,602
CHEM,0.3610113,ogène,622,627
ANAT,0.70618576,pédicule rénal droit,640,661
PROC,0.9560952,tomodensitométrie,699,717
ANAT,0.3979579,abdominale,717,728
PROC,0.934302,injection,753,763
CHEM,0.7957873,produit de contraste,766,787
PROC,0.48842207,pré,817,821
PROC,0.6083392,c,822,823
ANAT,0.54790205,hile rénal droit,848,865
DISO,0.85596067,calcifications,901,916
ANAT,0.46259695,),926,927
PROC,0.7109976,diagnostic,931,942
DISO,0.7767585,tuberculose lymphonod,969,991
ANAT_DISO,0.57137203,ale,991,994
PROC,0.92260736,radiographie,999,1012
ANAT,0.5070086,thorax,1015,1022
DISO,0.742067,surcharge,1044,1054
DISO,0.42468658,aire,1058,1062
PROC,0.8481427,radiographie,1067,1080
ANAT,0.55916244,abdomen,1086,1093
DISO,0.82207865,calcification,1137,1151
ANAT_DISO,0.40217346,para,1151,1156
ANAT,0.35782894,rach,1156,1160
ANAT_DISO,0.41174614,idienne,1160,1167
PROC,0.88121414,examens biologiques,1199,1219
PHYS,0.36980125,vitesse,1253,1261
PHEN,0.24133587,sédimentation,1264,1278
PROC,0.6203835,intradermo,1316,1326
DISO,0.4162866,réaction,1327,1335
DISO,0.61146146,la tuberculine,1337,1352
PROC,0.8984122,recherche,1369,1379
DISO,0.48076847,bacille,1390,1398
DISO,0.89182734,Koch,1401,1406
DISO,0.492824,crachats,1414,1423
PROC,0.93776554,examens,1446,1454
PROC,0.8632859,numération,1458,1469
ANAT_PROC,0.35911006,formule sanguine,1469,1486
PROC,0.69950014,examen cytobactériologique,1515,1541
ANAT_PROC,0.35513133,urines,1545,1552
PROC,0.94905466,bilan,1570,1576
PROC,0.92065156,hémostase,1579,1588
PROC,0.8179541,bilan,1592,1598
CHEM,0.5159455,hydro-électrolytique,1598,1619
PROC,0.8440168,bilan,1623,1629
ANAT,0.6982186,hépatique,1629,1639
PROC,0.7923191,bilan,1645,1651
CHEM,0.32779184,phosphocalcique,1651,1667
PROC,0.93244874,bilan,1715,1721
PROC,0.97251445,laparotomie,1726,1738
PROC,0.9412778,visé diagnostique,1740,1758
PROC,0.9750964,intervention,1777,1789
PROC,0.90026826,abord,1822,1828
ANAT_PROC,0.408323,médian,1828,1835
DISO,0.97669035,tumeur,1864,1871
ANAT_DISO,0.58608377,rétrop,1871,1878
DISO,0.49614176,ér,1878,1880
ANAT_DISO,0.64632,itonéale,1880,1888
ANAT,0.49172953,mm,1901,1904
ANAT,0.8285723,grand axe,1907,1917
DISO,0.5001203,polylob,1918,1926
ANAT,0.38437033,rétro,1939,1945
ANAT,0.5998149,hile rénal droit,1979,1996
DISO,0.9864522,adhérences,2011,2022
ANAT_DISO,0.598643,veine,2064,2070
ANAT,0.6070198,cave inférieure,2070,2086
PROC,0.96478766,exérèse,2098,2105
PROC,0.9646926,biopsie,2144,2152
DISO,0.9446252,tumeur,2161,2168
PROC,0.7378434,examen anatomo,2172,2186
ANAT,0.51997197,para,2235,2240
DISO,0.79053277,gangliome,2240,2249
DISO,0.56232184,signes,2255,2262
DISO,0.4744422,envahissement,2265,2278
ANAT_DISO,0.550757,ulaire,2283,2289
