entity_group,score,word,start,end
LIVB,0.82369256,femme âgée,3,14
LIVB,0.7727572,ans,20,24
DISO,0.38253593,spina bifida,33,46
DISO,0.5988354,trouble neurologique,110,131
DISO,0.7053844,ssynergie vésico-sphinctéri,138,165
ANAT_DISO,0.5666425,enne,165,169
PROC,0.9767847,sphinctérotomie endoscopique,196,225
LIVB,0.80747676,SA,270,273
LIVB,0.65544516,AMS800,281,288
PROC,0.9766432,traitement,293,304
CHEM,0.9428179,anticholinergique,325,343
PROC,0.97477174,autosondages,350,363
ANAT_PROC,0.22899348,SA,367,370
LIVB,0.44477227,âge,390,393
LIVB,0.7658992,32 ans,396,403
DISO,0.90437716,ulcération,419,430
ANAT_DISO,0.74934554,vaginale,430,439
LIVB,0.37668714,man,455,459
ANAT,0.29515976,chette,459,465
ANAT,0.37435737,dent,471,476
PHYS,0.29759228,rapports,502,511
ANAT,0.26047757,sexuels,511,519
LIVB,0.6145679,SA,545,548
PROC,0.9747344,entérocystoplastie,581,600
DISO,0.41468573,agrandissement,603,617
DISO,0.36863226,Clam,622,627
DISO,0.910477,hypocompliance,643,658
LIVB,0.8749903,patiente,669,678
PROC,0.7736045,auto-sondages,694,708
LIVB,0.9559616,patiente,729,738
LIVB,0.7110046,enceinte,744,753
PHYS,0.27672574,grossesse,760,770
DISO,0.9566161,pyélonéphrites,793,808
LIVB,0.60170805,promonto-ré,868,880
ANAT,0.46012223,pubienne,884,892
DISO,0.43869847,diamètre,906,915
ANAT,0.5365243,transverse,915,926
LIVB,0.39393264,ie,1025,1027
PROC,0.91160786,pelv,1075,1079
ANAT_PROC,0.3906873,ienne,1079,1084
PROC,0.7563224,pelvimétrie,1090,1102
PROC,0.97535694,IRM,1115,1119
PROC,0.6897655,accouchement,1168,1181
PROC,0.6267789,césarienne,1199,1210
PROC,0.8136202,IRM,1214,1217
PROC,0.97837144,entérocystoplastie,1297,1315
PROC,0.57411236,rapports,1319,1328
PROC,0.5367158,segment,1331,1339
ANAT,0.46844435,inférieur,1339,1349
ANAT_PROC,0.4395621,utérin,1349,1356
LIVB,0.7914302,SA,1371,1374
PHYS,0.739392,accouchement,1416,1428
LIVB,0.5615013,bébé,1433,1438
LIVB,0.3776287,2700 grammes,1441,1454
PHYS,0.3785299,couches,1497,1505
DISO,0.6808745,endométrite,1530,1542
DISO,0.90046215,rupture prématurée,1558,1577
DISO,0.6970579,poche,1583,1589
ANAT_DISO,0.51064926,eaux,1593,1598
DISO,0.97289795,incontinence,1631,1643
ANAT_DISO,0.67824656,urinaire,1643,1652
PROC,0.841889,désactivation,1669,1683
LIVB,0.19172491,SA,1686,1689
DISO,0.7343384,épisode,1694,1702
PROC,0.8033336,traitement antibiotique,1735,1759
LIVB,0.85129863,SA,1763,1766
PROC,0.6063056,réactivé,1772,1781
PROC,0.9434577,auto-sondages,1827,1841
LIVB,0.9172548,patiente,1863,1872
