entity_group,score,word,start,end
LIVB,0.7629582,homme,31,37
LIVB,0.6517208,53 ans,40,47
LIVB,0.81160164,pharmacien,48,59
DISO,0.871127,épisode dépressif,99,117
CHEM,0.4376405,comprimés,120,130
PROC,0.33513218,préparation,136,148
CHEM,0.32425997,mag,148,152
PROC,0.4514613,istrale,152,159
CHEM,0.7086918,d,166,168
CHEM,0.92583865,oxycyanure,169,179
CHEM,0.9197134,mercure,182,190
PHYS,0.35892424,ingestion,270,279
ANAT_DISO,0.7815431,digestive,305,315
DISO,0.9098581,vomissements,320,333
DISO,0.5478474,ants,339,343
DISO,0.86191165,épigastralgies,344,359
DISO,0.9744246,diarrhées,362,372
PROC,0.96000916,hospitalisation,387,403
DISO,0.96486866,diplopie,432,441
DISO,0.9299313,anurie,448,455
DISO,0.94741476,néphrite tubulaire aiguë,466,491
DISO,0.59613764,z,499,500
ANAT,0.3405761,aine,500,504
PROC,0.4428233,ingestion,522,531
PROC,0.9574168,réanimation,535,547
PROC,0.9685023,fibroscopie,552,564
ANAT_PROC,0.5220512,oesogastroduodénale,564,584
DISO,0.7634631,gastrite érythémateuse diffuse,611,642
DISO,0.7855514,oesophagite,649,661
PROC,0.97073966,prise,677,683
PROC,0.7614926,charge,686,693
PROC,0.8877608,administration,731,745
CHEM,0.5592263,doses,754,760
CHEM,0.9238043,hydroxocobalamine,763,780
CHEM,0.7600912,5 g,782,785
DISO,0.9517386,intoxication,806,818
CHEM,0.40331766,cyanure,821,829
CHEM,0.80939424,mercure,840,848
PROC,0.9084207,administration,860,874
CHEM,0.6233823,dose,880,885
CHEM,0.9252026,dimercaprol,888,900
CHEM,0.63630176,BAL,902,905
DISO,0.9575375,réaction anaphylactique,960,984
DISO,0.95502365,oedème,989,996
ANAT_DISO,0.5720079,laryng,996,1003
DISO,0.55231875,é,1003,1004
DISO,0.7980559,anurie,1019,1025
PROC,0.91661453,administration,1036,1050
CHEM,0.5739196,DMSA,1053,1058
CHEM,0.68835515,mercure,1091,1099
PROC,0.81382644,dialys,1108,1115
PROC,0.95908904,traitement,1137,1148
PROC,0.8122751,séances,1180,1188
PROC,0.8770893,épurations extra,1191,1207
ANAT_PROC,0.78797454,rénales,1207,1215
PROC,0.89708215,séances,1242,1250
PROC,0.90939367,hémodialyse,1253,1264
DISO,0.9814308,crise convulsive,1299,1316
PROC,0.41691938,arrêt cardio,1344,1357
PROC,0.5036366,respiratoire,1358,1370
PROC,0.9244291,administration,1385,1400
CHEM,0.45124158,adrénaline,1403,1413
PROC,0.9737619,hémodialyses,1448,1461
PROC,0.82813036,traitement alternatif,1465,1487
CHEM,0.5571377,DMSA,1491,1496
PROC,0.9206066,séances,1508,1516
PROC,0.85078955,hémoperfusion,1519,1532
ANAT,0.44776827,colonne,1536,1544
CHEM,0.45428446,charbon,1546,1554
CHEM,0.42537016,J23,1574,1578
PROC,0.6718239,sortie,1602,1609
LIVB,0.24959145,patient,1612,1620
PROC,0.93877476,autolyse,1652,1660
