entity_group,score,word,start,end
LIVB,0.9251444,femme enceinte,3,18
PROC,0.594476,ascite,144,151
ANAT_PROC,0.52164453,fœtale,151,158
PROC,0.87227106,échographie,174,185
PROC,0.45589983,AB,213,216
PROC,0.36597016,-1,219,221
LIVB,0.5804852,homme,233,239
LIVB,0.28216535,ARH,257,261
ANAT,0.24556878,grossesse,282,292
PHYS,0.69515646,parité,307,314
DISO,0.6201679,morts,319,325
ANAT_PROC,0.3019491,fœtales,325,333
ANAT_DISO,0.2812794,utér,340,344
PROC,0.68908,administration d’anti,369,390
CHEM,0.46053085,-RH1.,390,395
PROC,0.77319676,admission,400,409
PROC,0.9436947,groupages,414,424
ANAT_PROC,0.74894667,érythrocytaires,424,440
LIVB,0.7633906,couple,443,450
PROC,0.94917655,dépistage,467,477
CHEM,0.4534747,agglutinines irrégulières,481,507
PROC,0.8725419,test indirect,511,525
CHEM,0.6118454,anti-globuline,530,544
DISO,0.24573259,TI,546,548
CHEM,0.22038262,A,548,549
LIVB,0.4407758,mère,558,563
PROC,0.9676201,identification,581,595
PROC,0.52030253,anti-,605,611
CHEM,0.5034482,RH1.,611,615
PROC,0.73224497,allo-anticorps,630,645
LIVB,0.48859298,elle,671,676
CHEM,0.60943234,antigène correspondant,682,704
PROC,0.34486,accouchement,709,722
PROC,0.91361666,césarienne,726,737
LIVB,0.72925085,nouveau-né prématuré,754,775
CHEM,0.17600723,poids,789,795
CHEM,0.49373284,1800g,797,802
PROC,0.66902095,transféré,811,821
DISO,0.80983734,anasarque,866,875
DISO,0.7689725,incompatibilité,879,895
LIVB,0.4594255,Rhésus,895,902
PROC,0.44299272,intubé,910,917
PROC,0.6227494,ventilation,931,943
DISO,0.96677834,détresse,965,974
ANAT_DISO,0.43936515,respiratoire,974,987
DISO,0.58054304,hypoxie,994,1002
LIVB,0.9002278,né prématuré,1036,1049
CHEM,0.45924443,bilirubine totale,1084,1102
CHEM,0.60462207,mg/L,1106,1111
CHEM,0.6077115,bilirubine directe,1116,1135
CHEM,0.47462136,mg,1142,1145
CHEM,0.4354528,L,1146,1147
CHEM,0.66777676,urée,1152,1156
CHEM,0.69546056,g,1162,1163
CHEM,0.49258754,glycémie,1170,1179
CHEM,0.4351009,"1,",1181,1183
CHEM,0.5906319,g/L,1185,1189
CHEM,0.58533543,kaliémie,1197,1206
CHEM,0.7720138,"7,2 mmol/L",1208,1218
PROC,0.47697383,hémogramme,1223,1233
DISO,0.68273914,bicytopénie,1244,1256
DISO,0.97251874,anémie,1261,1268
CHEM,0.6366834,4g d,1277,1281
CHEM,0.72682965,hémoglobine,1282,1293
CHEM,0.4988865,dl,1295,1297
CHEM,0.30172986,rocytaire,1302,1311
LIVB,0.37748814,181200,1338,1344
CHEM,0.46449354,/μl,1344,1347
DISO,0.8025799,thrombopénie,1363,1376
CHEM,0.4311945,G,1382,1384
CHEM,0.32778883,L,1385,1386
PROC,0.7581845,frottis,1390,1398
ANAT_PROC,0.6250959,sanguin,1398,1406
DISO,0.92998475,érythroblastose,1423,1439
DISO,0.5764364,nelle,1448,1453
DISO,0.24465224,érythroblastes,1459,1474
ANAT,0.2628304,circulants,1474,1485
ANAT,0.75368154,leucocytes,1494,1505
ANAT,0.31328288,corps,1511,1517
CHEM,0.27473733,de,1517,1520
PROC,0.32652473,jolly,1520,1526
PROC,0.23455971,érythrocytaires,1535,1550
CHEM,0.29745707,macro,1565,1571
ANAT,0.36910066,cytes,1571,1576
PROC,0.8916265,test direct,1580,1592
CHEM,0.6544559,anti-globuline,1597,1611
LIVB,0.828809,nouveau né,1619,1630
CHEM,0.8599146,IgG,1650,1654
PROC,0.94514555,drainage,1662,1671
ANAT,0.3034791,liquide,1674,1682
PROC,0.65524703,’ascite,1684,1691
PROC,0.9494546,transfusion,1692,1704
CHEM,0.24781597,04,1707,1710
ANAT_PROC,0.4148189,concentrés érythrocytaires,1710,1737
PROC,0.98050565,administration,1738,1753
CHEM,0.69588125,immunoglobulines,1756,1772
PROC,0.31722257,IV,1772,1775
PROC,0.93496853,antibiothérapie,1781,1796
PROC,0.9670387,séances,1799,1807
PROC,0.98360306,photothérapie,1810,1824
CHEM,0.6368177,bilirubine totale,1912,1930
CHEM,0.6744973,71mg/L,1932,1938
CHEM,0.8892015,bilirubine,1944,1955
CHEM,0.76486826,mg/L,1970,1974
CHEM,0.19244942,érythroblastes,1979,1994
ANAT,0.40922844,éryth,2010,2016
DISO,0.3371871,roblastes,2016,2025
ANAT,0.6702152,leucocytes),2033,2045
DISO,0.91172534,thrombopénie,2052,2065
LIVB,0.6156434,né,2090,2093
