entity_group,score,word,start,end
LIVB,0.42291534,ans,17,21
DISO,0.79360574,valvulopathie rhumatism,47,71
ANAT_DISO,0.56565833,ale,71,74
DISO,0.69866115,urie,129,133
PROC,0.44770876,choc,147,152
PROC,0.9270948,examen,156,162
LIVB,0.79464537,patiente,175,184
DISO,0.77294767,pâleur,226,233
DISO,0.75173473,signes,271,278
DISO,0.942179,insuffisance,281,293
ANAT_DISO,0.5885412,cardiaque,293,303
PROC,0.81062454,examen,319,325
PROC,0.9227475,bilan biologique,343,360
CHEM,0.31200323,créatininémie,375,389
CHEM,0.62869495,12mg/l,391,398
DISO,0.8013526,urémie,399,406
CHEM,0.5028064,"0,25g/l",408,416
DISO,0.9162988,hémoglobinémie,417,432
CHEM,0.3238693,g,436,437
PROC,0.8788455,urographie intraveineuse,466,490
ANAT_DISO,0.4108022,rein gauche,502,514
ANAT_DISO,0.6611842,rein droit,528,539
DISO,0.447749,sécrétion,577,587
DISO,0.8230691,signes,594,601
DISO,0.8810448,compression,604,616
PROC,0.8948982,artériographie,632,646
ANAT_DISO,0.372903,rénale,646,653
PROC,0.6924805,sélective,653,663
DISO,0.86595845,anévrisme,679,689
ANAT_DISO,0.3530992,branche,695,703
ANAT,0.47394207,artère,709,715
ANAT_DISO,0.45631662,rétrop,715,722
DISO,0.55167145,yél,722,725
ANAT_DISO,0.5011859,ique droite,725,736
PROC,0.6492477,image,793,799
ANAT,0.41648534,lac,799,803
ANAT,0.44163394,aire,805,809
DISO,0.48513067,ateux,828,833
DISO,0.89427793,caillots,871,880
DISO,0.933169,infarctus,897,907
ANAT_DISO,0.7041739,rein,925,930
DISO,0.41519538,igure,933,938
PROC,0.9579456,échographie,945,956
PROC,0.8002994,tomodensitométrie,962,980
LIVB,0.83955115,patiente,1081,1090
PROC,0.958251,intervention chirurgicale,1094,1120
PROC,0.8522483,lombotomie,1142,1153
ANAT,0.330964,al droit,1191,1199
DISO,0.91995066,hématome,1233,1242
DISO,0.9572175,nécrose,1267,1275
PROC,0.8817351,conservation,1328,1341
ANAT_DISO,0.7404447,rein,1344,1349
PROC,0.971058,néphrectomie,1354,1367
PROC,0.86551815,examen,1386,1392
DISO,0.94219077,nécroses,1448,1457
DISO,0.7438948,néphrite interstitielle,1525,1549
